Cofinancier,Country,Other Sources,Approval Year (Date of Approval ADB),Approval Year (ADB),Product Approval Number,Approval Numbers,Proj No,MFF Number,Equity Number,Country Mnemonic,Loan/Grant Title,Department,Division,Approval,OCR,ADF Loan,ADF Grant,SF ,Total,Grants,Loans,Commercial,Total CF,Type of Cofinancing,Agreement Type,Admin Arrangement,Source Classification,Source Subtype,ADB Fund Source,Sector Code,Sector,Subsector Code,Subsector,Approval Date CF,Date of Agreement Letter,Theme,Supplementary,cofinanceOfficer,Recording Date,Effectivity Date,Physical Closing Date,Financial Completion Date,statuscofinancing,Sov-NonSov,PCR Rating,Validation Rating,PPER Rating,Remarks,Publications
JFPR,Japan,,2007,2007,9110,9110,,,,NEP,Strengthening Decentralized Support for Vulnerable and Conflict-Affected Families and Children,SARD,SAHS,10/10/2007,,,,,0.00,2.00,,,2.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,07/24/2007,,,No,,10/10/2007,02/10/2008,07/15/2012,,Under Administration,Sovereign,,,,,
0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2007,2007,,9111,,,,TAJ,Sustainable Access for Isolated Rural Communities,CWRD,TJRM,10/23/2007,,,,,0.00,,,,,,,,,,,3700,Transport and ICT,,,,,,,,,,,,,,Successful,,,,
JFPR,Japan,,2007,2007,9111,9111,,,,TAJ,Sustainable Access for Isolated Rural Communities,CWRD,TJRM,10/23/2007,,,,,0.00,2.00,,,2.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3700,Transport and ICT,,,07/24/2007,,,No,,10/23/2007,11/30/2007,05/30/2010,09/16/2010,Closed/Completed,Sovereign,Successful,,,,
0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2007,2007,,9112,,,,VIE,Thanh Hoa Province Small Scale Infrastructure Investments and Services in Urban and Peri-Urban Areas,SERD,VRM,11/27/2007,,,,,0.00,,,,,,,,,,,3900,Multisector,3900,Multisector,,,,,,,,,,,,Successful,,,,
JFPR,Japan,,2007,2007,9112,9112,,,,VIE,Thanh Hoa Province Small Scale Infrastructure Investments and Services in Urban and Peri-Urban Areas,SERD,VRM,11/27/2007,,,,,0.00,2.00,,,2.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3900,Multisector,3900,Multisector,07/24/2007,,,No,,11/27/2007,06/30/2008,06/20/2012,,Under Administration,Sovereign,Successful,,,,
0.00,0.00,0.00,0.00,1.50,0.00,0.00,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2007,2007,,9113,,,,PNG,Lae Port Livelihood and Social Improvement,PARD,PNRM,12/18/2007,,,,,0.00,,,,,,,,,,,3400,Health and Social Protection,,,,,,,,,,,,,,,,,,"DR 2012. para in PARD section on Partnership Results, pp 14."
JFPR,Japan,,2007,2007,9113,9113,,,,PNG,Lae Port Livelihood and Social Improvement,PARD,PNRM,12/18/2007,,,,,0.00,1.50,,,1.50,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,11/02/2007,,,No,,12/18/2007,07/12/2008,06/11/2013,,Under Administration,Sovereign,,,,,"DR 2012. para in PARD section on Partnership Results, pp 14."
0.00,0.00,0.00,0.00,1.50,0.00,0.00,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2007,2007,,9114,,,,CAM,Building Community Capacity for Poverty Reduction Initiatives,SERD,CARM,12/19/2007,,,,,0.00,,,,,,,,,,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,,,,
JFPR,Japan,,2007,2007,9114,9114,,,,CAM,Building Community Capacity for Poverty Reduction Initiatives,SERD,CARM,12/19/2007,,,,,0.00,1.50,,,1.50,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,09/07/2007,,,No,,12/19/2007,01/31/2008,05/31/2011,,Closed/Completed,Sovereign,,,,,
0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2007,2007,,9115,,,,MON,Access to Health Services for Disadvantaged Groups in Ulaanbaatar,EARD,MNRM,12/19/2007,,,,,0.00,,,,,,,,,,,3400,Health and Social Protection,,,,,,,,,,,,,,,,,,
JFPR,Japan,,2007,2007,9115,9115,,,,MON,Access to Health Services for Disadvantaged Groups in Ulaanbaatar,EARD,MNRM,12/19/2007,,,,,0.00,2.00,,,2.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,11/02/2007,,,No,,12/19/2007,04/25/2008,10/24/2012,,Under Administration,Sovereign,,,,,
0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2008,2008,,9116,,,,SRI,Improvement of Rural Access Roads and Livelihood Development for the Poor,SARD,SLRM,01/21/2008,,,,,0.00,,,,,,,,,,,3400,Health and Social Protection,,,,,,,,,,,,,,,,,,
JFPR,Japan,,2008,2008,9116,9116,,,,SRI,Improvement of Rural Access Roads and Livelihood Development for the Poor,SARD,SLRM,01/21/2008,,,,,0.00,2.00,,,2.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,11/02/2007,,,No,,01/21/2008,02/26/2008,07/30/2010,02/15/2011,Closed/Completed,Sovereign,,,,,
0.00,0.00,0.00,0.00,1.82,0.00,0.00,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2008,2008,,9117,,,,LAO,Alternative Livelihood for Upland Ethnic Groups in Houaphanh Province,SERD,LRM,02/13/2008,,,,,0.00,,,,,,,,,,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,,,,
JFPR,Japan,,2008,2008,9117,9117,,,,LAO,Alternative Livelihood for Upland Ethnic Groups in Houaphanh Province,SERD,LRM,02/13/2008,,,,,0.00,1.82,,,1.82,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,11/02/2007,,,No,,02/13/2008,04/09/2008,02/29/2012,,Under Administration,Sovereign,,,,,
0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2008,2008,,9118,41602,,,PHI,Developing Microinsurance Project,SERD,SEPF,02/15/2008,,,,,0.00,,,,,,,,,,,3300,Finance,3305,Insurance and Contractual Savings,,,,,,,,,,,,,,,,"DR 2012. box for JFPR, pp58."
JFPR,Japan,,2008,2008,9118,9118,41602,,,PHI,Developing Microinsurance Project,SERD,SEPF,02/15/2008,,,,,0.00,1.00,,,1.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3300,Finance,,,01/08/2008,,,No,,02/15/2008,03/17/2008,09/30/2012,,Under Administration,Sovereign,,,,,"DR 2012. box for JFPR, pp58."
0.00,0.00,0.00,0.00,1.90,0.00,0.00,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2008,2008,,9119,,,,VIE,Community-Based Early Childhood Care and Development,SERD,SEHS,02/19/2008,,,,,0.00,,,,,,,,,,,3400,Health and Social Protection,,,,,,,,,,,,,,,,,,
JFPR,Japan,,2008,2008,9119,9119,,,,VIE,Community-Based Early Childhood Care and Development,SERD,SEHS,02/19/2008,,,,,0.00,1.90,,,1.90,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,09/07/2007,,,No,,02/19/2008,09/26/2008,09/25/2012,,Under Administration,Sovereign,,,,,
0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2008,2008,,9120,,,,VIE,Livelihood Improvement of Vulnerable Ethnic Minority Communities Affected by the Song Bung 4 Hydropower Project in Quang Nam Province,SERD,SEEN,06/26/2008,,,,,0.00,,,,,,,,,,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,Successful,,,,
JFPR,Japan,,2008,2008,9120,9120,,,,VIE,Livelihood Improvement of Vulnerable Ethnic Minority Communities Affected by the Song Bung 4 Hydropower Project in Quang Nam Province,SERD,SEEN,06/26/2008,,,,,0.00,2.00,,,2.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,04/11/2007,,,No,,06/26/2008,11/10/2008,02/28/2013,,Under Administration,Sovereign,Successful,,,,
0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2008,2008,,9121,,,,MON,Community-Based Local Road Upgrading and Maintenance in the Western Region of Mongolia,EARD,EATC,07/10/2008,,,,,0.00,,,,,,,,,,,3700,Transport and ICT,,,,,,,,,,,,,,Partly Successful,,,,
JFPR,Japan,,2008,2008,9121,9121,,,,MON,Community-Based Local Road Upgrading and Maintenance in the Western Region of Mongolia,EARD,EATC,07/10/2008,,,,,0.00,2.00,,,2.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3700,Transport and ICT,,,05/20/2008,,,No,,07/10/2008,09/01/2008,09/01/2012,,Under Administration,Sovereign,Partly Successful,,,,
0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2008,2008,,9122,,,,FSM,Weno Water Supply Well Remediation,PARD,PAUS,07/17/2008,,,,,0.00,,,,,,,,,,,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,,,,,,,,,,,
JFPR,Japan,,2008,2008,9122,9122,,,,FSM,Weno Water Supply Well Remediation,PARD,PAUS,07/17/2008,,,,,0.00,0.98,,,0.98,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3800,Water and Other Municipal Infrastructure and Services,,,05/20/2008,,,No,,07/17/2008,09/10/2008,07/09/2012,,Under Administration,Sovereign,,,,,
0.00,0.00,0.00,0.00,1.30,0.00,0.00,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2008,2008,,9123,,,,VIE,Demand-Driven Skills Training for Poverty Reduction in the Cuu Long (Mekong) River Delta,SERD,SEHS,07/18/2008,,,,,0.00,,,,,,,,,,,3100,Education,,,,,,,,,,,,,,,,,,
JFPR,Japan,,2008,2008,9123,9123,,,,VIE,Demand-Driven Skills Training for Poverty Reduction in the Cuu Long (Mekong) River Delta,SERD,SEHS,07/18/2008,,,,,0.00,1.30,,,1.30,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,05/20/2008,,,No,,07/18/2008,10/21/2008,10/20/2012,,Under Administration,Sovereign,,,,,
0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2008,2008,,9124,,,,MON,Water Point and Extension Station Establishment for Poor Herding Families,EARD,EAER,07/30/2008,,,,,0.00,,,,,,,,,,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,Successful,,,,
JFPR,Japan,,2008,2008,9124,9124,,,,MON,Water Point and Extension Station Establishment for Poor Herding Families,EARD,EAER,07/30/2008,,,,,0.00,2.00,,,2.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,01/08/2008,,,No,,07/30/2008,10/15/2008,06/01/2012,,Under Administration,Sovereign,Successful,,,,
0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2008,2008,,9125,,,,MON,Poverty Reduction through Community-Based Natural Resource Management,EARD,EAER,08/05/2008,,,,,0.00,,,,,,,,,,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,Satisfactory,,,,"DR 2012. line in EARD section on Partnership results, pp 11."
JFPR,Japan,,2008,2008,9125,9125,,,,MON,Poverty Reduction through Community-Based Natural Resource Management,EARD,EAER,08/05/2008,,,,,0.00,2.00,,,2.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,01/08/2008,,,No,,08/05/2008,10/08/2008,10/07/2012,,Under Administration,Sovereign,Satisfactory,,,,"DR 2012. line in EARD section on Partnership results, pp 11."
0.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2008,2008,,9126,,,,TAJ,Community Participatory Flood Management,CWRD,CWER,09/08/2008,,,,,0.00,,,,,,,,,,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,Successful,,,,
JFPR,Japan,,2008,2008,9126,9126,,,,TAJ,Community Participatory Flood Management,CWRD,CWER,09/08/2008,,,,,0.00,3.00,,,3.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,07/03/2008,,,No,,09/08/2008,01/22/2009,08/31/2012,,Under Administration,Sovereign,Successful,,,,
0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2008,2008,9127,9127,,,,MON,Energy Conservation and Emissions Reduction from Poor Households,EARD,EAEN,09/23/2008,,,,,0.00,,,,,,,,,,,3200,Energy,,,,,,,,,,,,,,,,,,
JFPR,Japan,,2008,2008,9127,9127,,,,MON,Energy Conservation and Emissions Reduction from Poor Households,EARD,EAEN,09/23/2008,,,,,0.00,2.00,,,2.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3200,Energy,,,07/14/2008,,,No,,09/23/2008,,,,,Sovereign,,,,Attached to Loan  Loan/TA Number :  L1548-MON Project Name :  Ulaanbaatar Heat Efficiency Project Date of ADB Approval :  25 Sep 1997,
0.00,164.00,0.00,164.00,12.00,0.00,0.00,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2008,2008,,9128/0134,,0026,,AFG,Development of Mini Hydropower Plants in Badakshan and Bamyan Provinces,CWRD,CWEN,11/28/2008,,,164.00,,164.00,,,,,,,,,,,3200,Energy,,,,,,,,,,,,,,,,, RELATED TO MFF-0026  ,
JFPR,Japan,,2008,2008,9128,9128/0134,,0026,,AFG,Development of Mini Hydropower Plants in Badakshan and Bamyan Provinces,CWRD,CWEN,11/28/2008,,,,,0.00,12.00,,,12.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3200,Energy,,,10/22/2008,,,No,,11/28/2008,02/01/2009,02/28/2014,,Closed/Completed,Sovereign,,,,,
0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2009,2009,,9129,,,,BAN,Developing Inclusive Insurance Sector,SARD,SAPF,01/27/2009,,,,,0.00,,,,,,,,,,,3300,Finance,,,,,,,,,,,,,,,,,,
JFPR,Japan,,2009,2009,9129,9129,,,,BAN,Developing Inclusive Insurance Sector,SARD,SAPF,01/27/2009,,,,,0.00,2.00,,,2.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3300,Finance,,,12/01/2008,,,No,,01/27/2009,01/07/2010,06/30/2013,,Closed/Completed,Sovereign,,,,,
0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2009,2009,,9130,,,,PNG,Extending the Socioeconomic Benefits of an Improved Road Network to Roadside Communities,PARD,PATE,03/02/2009,,,,,0.00,,,,,,,,,,,3400,Health and Social Protection,,,,,,,,,,,,,,,,,,"DR 2012. para in PARD section on Partnership Results, pp 15."
JFPR,Japan,,2009,2009,9130,9130,,,,PNG,Extending the Socioeconomic Benefits of an Improved Road Network to Roadside Communities,PARD,PATE,03/02/2009,,,,,0.00,2.00,,,2.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,12/01/2008,,,No,,03/02/2009,03/03/2009,03/02/2013,,Under Administration,Sovereign,,,,,"DR 2012. para in PARD section on Partnership Results, pp 15."
0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2009,2009,9131,9131,,,,MON,Reducing Persistent Chronic Malnutrition in Children in Mongolia,EARD,EASS,03/16/2009,,,,,0.00,,,,,,,,,,,3400,Health and Social Protection,,,,,,,,,,,,,,,,,Attached to Others  Loan/TA Number :  G0086-MON Project Name :  Third Health Sector Development Date of ADB Approval :  19 Nov 2007,
JFPR,Japan,,2009,2009,9131,9131,,,,MON,Reducing Persistent Chronic Malnutrition in Children in Mongolia,EARD,EASS,03/16/2009,,,,,0.00,2.00,,,2.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,12/01/2008,,,No,,03/16/2009,,,,,Sovereign,,,,,
0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2009,2009,,9132,,,,INO,Rice Fortification for the Poor,SERD,IRM,03/20/2009,,,,,0.00,,,,,,,,,,,3400,Health and Social Protection,,,,,,,,,,,,,,,,,,
JFPR,Japan,,2009,2009,9132,9132,,,,INO,Rice Fortification for the Poor,SERD,IRM,03/20/2009,,,,,0.00,2.00,,,2.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,12/01/2008,,,No,,03/20/2009,12/31/2009,12/31/2012,,Under Administration,Sovereign,,,,,
0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2009,2009,,9133,,,,CAM,Piloting the Post-Harvest Technology and Skills Bridging Program for Rural Poor,SERD,CARM,04/20/2009,,,,,0.00,,,,,,,,,,,3100,Education,,,,,,,,,,,,,,Satisfactory,,,,
JFPR,Japan,,2009,2009,9133,9133,,,,CAM,Piloting the Post-Harvest Technology and Skills Bridging Program for Rural Poor,SERD,CARM,04/20/2009,,,,,0.00,2.00,,,2.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,12/24/2008,,,No,,04/20/2009,07/02/2009,10/31/2012,,Under Administration,Sovereign,Satisfactory,,,,
0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2009,2009,,9134,,,,IND,Capacity Building and Livelihood Enhancement of Poor Water Users,SARD,SAER,06/19/2009,,,,,0.00,,,,,,,,,,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,,,,
JFPR,Japan,,2009,2009,9134,9134,,,,IND,Capacity Building and Livelihood Enhancement of Poor Water Users,SARD,SAER,06/19/2009,,,,,0.00,2.00,,,2.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,12/24/2008,,,No,,06/19/2009,07/17/2009,07/17/2013,,Under Administration,Sovereign,,,,,
0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2009,2009,,9135/0277/0382/0406,38097-013,,,NEP,Establishing Women and Children Service Centers,SARD,SAER,07/03/2009,,,,,0.00,,,,,,,,,,,3400,Health and Social Protection,,,,,,,,,,,,,,,,,,
JFPR,Japan,,2009,2009,9135,9135/0277/0382/0406,38097-013,,,NEP,Establishing Women and Children Service Centers,SARD,SAHS,07/03/2009,,,,,0.00,0.75,,,0.75,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,3405,Social Protection,12/24/2008,,,No,,07/03/2009,01/19/2010,01/19/2014,,Under Administration,Sovereign,,,,,
0.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2009,2009,9136,9136,,,,MON,Protecting the Health Status of the Poor During the Financial Crisis,EARD,EASS,07/30/2009,,,,,0.00,,,,,,,,,,,3400,Health and Social Protection,,,,,,,,,,,,,,,,,Attached to Project Name :  Social Sector Support Program,
JFPR,Japan,,2009,2009,9136,9136,,,,MON,Protecting the Health Status of the Poor During the Financial Crisis,EARD,EASS,07/30/2009,,,,,0.00,3.00,,,3.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,06/18/2009,,,No,,07/30/2009,,,,,Sovereign,,,,,
0.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2009,2009,,9137,,,,LAO,Developing Model Health Villages in Northern Lao People's Democratic Republic,SERD,LRM,08/14/2009,,,,,0.00,,,,,,,,,,,3400,Health and Social Protection,,,,,,,,,,,,,,Successful,,,,"DR 2012. para in SERD section on Partnership Results, pp 23."
JFPR,Japan,,2009,2009,9137,9137,,,,LAO,Developing Model Health Villages in Northern Lao People's Democratic Republic,SERD,LRM,08/14/2009,,,,,0.00,3.00,,,3.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,07/01/2009,,,No,,08/14/2009,11/23/2009,11/23/2012,,Under Administration,Sovereign,Successful,,,,"DR 2012. para in SERD section on Partnership Results, pp 23."
0.00,0.00,0.00,0.00,2.89,0.00,0.00,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2009,2009,9138,9138,,,,MON,"Early Childhood Education for Rural, Nomadic, and Migrant Children",EARD,EASS,08/28/2009,,,,,0.00,,,,,,,,,,,3100,Education,,,,,,,,,,,,,,,,,Attached to TA  Loan/TA Number :  TA4950-MON Project Name :  Education Sector Reform Date of ADB Approval :  03 Jul 2007,
JFPR,Japan,,2009,2009,9138,9138,,,,MON,"Early Childhood Education for Rural, Nomadic, and Migrant Children",EARD,EASS,08/28/2009,,,,,0.00,2.89,,,2.89,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,06/18/2009,,,No,,08/28/2009,,,,,Sovereign,,,,,
0.00,0.00,0.00,0.00,2.40,0.00,0.00,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2009,2009,9139,9139,,,,MON,Demonstration Project for Improved Electricity Services to the Low-Income Communities in Rural Areas,EARD,EAEN,09/09/2009,,,,,0.00,,,,,,,,,,,3200,Energy,,,,,,,,,,,,,,,,,,
JFPR,Japan,,2009,2009,9139,9139,,,,MON,Demonstration Project for Improved Electricity Services to the Low-Income Communities in Rural Areas,EARD,EAEN,09/09/2009,,,,,0.00,2.40,,,2.40,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3200,Energy,,,07/01/2009,,,No,,09/09/2009,11/09/2009,04/28/2013,,Under Administration,Sovereign,,,,,
0.00,0.00,0.00,0.00,1.50,0.00,0.00,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2009,2009,,9140,,,,VIE,Formalizing Microfinance Institutions,SERD,SEPF,10/05/2009,,,,,0.00,,,,,,,,,,,3300,Finance,,,,,,,,,,,,,,,,,,
JFPR,Japan,,2009,2009,9140,9140,,,,VIE,Formalizing Microfinance Institutions,SERD,SEPF,10/05/2009,,,,,0.00,1.50,,,1.50,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3300,Finance,,,08/12/2009,,,No,,10/05/2009,10/19/2009,10/19/2012,,Under Administration,Sovereign,,,,,
0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2009,2009,,9141,,,,NEP,Capacity Building for the Promotion of Legal Identity Among the Poor in Nepal,OGC,OGC,10/12/2009,,,,,0.00,,,,,,,,,,,3600,Public Sector Management,,,,,,,,,,,,,,,,,,
JFPR,Japan,,2009,2009,9141,9141,,,,NEP,Capacity Building for the Promotion of Legal Identity Among the Poor in Nepal,OGC,OGC,10/12/2009,,,,,0.00,2.00,,,2.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3600,Public Sector Management,,,06/18/2009,,,No,,10/12/2009,04/28/2010,04/28/2014,,Under Administration,Sovereign,,,,,
0.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2009,2009,,9142,,,,TIM,Our Roads Our Future - Supporting Local Governance and Community-Based Infrastructure Works,PARD,PATE,11/20/2009,,,,,0.00,,,,,,,,,,,3700,Transport and ICT,,,,,,,,,,,,,,,,,,
JFPR,Japan,,2009,2009,9142,9142,,,,TIM,Our Roads Our Future - Supporting Local Governance and Community-Based Infrastructure Works,PARD,PATE,11/20/2009,,,,,0.00,3.00,,,3.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3700,Transport and ICT,,,10/16/2009,,,No,,11/20/2009,03/12/2010,01/31/2014,,Under Administration,Sovereign,,,,,
0.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2009,2009,,9143,,,,SRI,Improving Connectivity to Support Livelihoods and Gender Equality,SARD,SLRM,12/14/2009,,,,,0.00,,,,,,,,,,,3900,Multisector,3900,Multisector,,,,,,,,,,,,,,,,
JFPR,Japan,,2009,2009,9143,9143,,,,SRI,Improving Connectivity to Support Livelihoods and Gender Equality,SARD,SLRM,12/14/2009,,,,,0.00,3.00,,,3.00,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3900,Multisector,3900,Multisector,10/16/2009,,,No,,12/14/2009,02/16/2010,10/31/2012,,Under Administration,Sovereign,,,,,
0.00,0.00,0.00,0.00,1.80,0.00,0.00,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Development Bank,Japan,,2009,2009,,9144,,,,NEP,Flour Fortification in Chakki Mills,SARD,SAER,12/09/2009,,,,,0.00,,,,,,,,,,,3400,Health and Social Protection,,,,,,,,,,,,,,,,,,
JFPR,Japan,,2009,2009,9144,9144,,,,NEP,Flour Fortification in Chakki Mills,SARD,SAER,12/09/2009,,,,,0.00,1.80,,,1.80,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,10/16/2009,,,No,,12/09/2009,03/11/2010,09/30/2013,,Under Administration,Sovereign,,,,,
0.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
