Donor,Cofinancier/ Source,Approval Year,Approval Numbers,Product Approval Number,Proj No,Country Mnemonic,Project Title,Source,TA-Type,CF Mode,Bank,JSF,CF Amnt,Approval Date CF,Approval Date Bank,Date of Agreement Letter,Approval Date Bank.1,Approval Date CF.1,DMC,Department,Division,Donor Type,TA-Type.1,Type of Cofinancing,AgreementType,Source Type,Sector Code,Sector,Sub Sector Code,Sub Sector,Date of Agreement Letter.1,Theme 1,Theme 2,Theme 3,Theme 4,SubTheme 1,SubTheme 2,SubTheme 3,SubTheme 4,Publications,TCR Rating,Validation Rating,TPER Rating
Australia,,1997,2885,,3155201,KIR,Aerial Photography and Mapping of Tarawa (ACFF),AUS,,E,,,175,25 Jun 1997,, ,09/30/1997,06/25/1997,KIR,OPO,SPRM1,Single Donor,PP,E,C,,3000,Agriculture and Natural Resources,,,,,,,,,,,,,,,
Australia,,1997,5741,,3154001,REG,Third Meeting of the Subregional Telecommunications Forum (ACFF),AUS,,E,,,50,29 May 1997,, ,06/18/1997,05/29/1997,REG,OCRP,PW3,Single Donor,RE,E,C,,3700,Transport and ICT,3706,ICT,,,,,,,,,,,,,
Australia,,1997,5751,,3159201,REG,Cooperation in the Prevention and Control of HIV/AIDS in the Greater Mekong Subregion (ACFF),AUS,,E,,,150,03 Jun 1997,, ,09/17/1997,06/03/1997,REG,MKRD,MKOC,Single Donor,RE,E,C,,3400,Health and Social Protection,3412,Health Programs,,,,,,,,,,,,,
Australia,,1999,3041,,3210201,INO,Monitoring and Evaluating the Social Protection Sector Dev. Program,AUS,,E,,,1000,03 Dec 1998,,08 Oct 1993,04/15/1999,12/03/1998,INO,SERD,IRM,Single Donor,AD,E,C,,3400,Health and Social Protection,,,,,,,,,,,,,,,
Australia,,1999,5848,,3329201,REG,Establishment of the Asian Recovery Information Center,AUS,,E,,,1000,11 Jun 1999,, ,06/16/1999,06/11/1999,REG,OREI,OREI,Single Donor,RE,E,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,,,,,,,,,,GS,,
Australia,,1999,5870,,3310301,REG,Capacity Building for the ASEAN Surveillance Coordination Unit and Technical Support for the ASEAN Surveillance Process,AUS,,J,480,,500, ,, ,11/29/1999,,REG,OREI,OREI,Single Donor,RE,J,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,,,,,,,,,,Partly Successful,,
Australia,,2000,3041,,3210201,INO,Monitoring and Evaluating the Social Protection Sector Dev. Program ,AUS,,E,,,2000, ,, ,06/13/2000,,INO,SERD,IRM,Single Donor,AD,E,C,,3400,Health and Social Protection,3405,Social Protection,,,,,,,,,,,,,
Australia,,2000,3280,,3314501,PNG,Governance and Public Sector Reform,AUS,,E,,,381, ,,26 Oct 1999,10/26/2000,,PNG,PARD,PNRM,Single Donor,PP,E,C,,3600,Public Sector Management,,,,,,,,,,,,,,,
Australia,,2000,3448,,3400701,INO,Decentralized Health Services I,AUS,,J,150,,30, ,, ,05/26/2000,,INO,SERD,SESS,Single Donor,PP,J,C,,3400,Health and Social Protection,3413,Health Systems,,,,,,,,,,,,,
Australia,,2000,3456,,3113701,INO,Decentralized Basic Education,AUS,,E,,,150, ,, ,06/14/2000,,INO,SERD,SESS,Single Donor,PP,E,C,,3100,Education,3101,Pre-Primary and Basic Education,,,,,,,,,,,,,
Australia,,2000,3619,,3218402,PNG,Rehabilitation of the Maritime Navigation Aids System,AUS,,E,,,800, ,, ,12/19/2000,,PNG,PARD,PAHQ,Single Donor,AD,E,C,,3700,Transport and ICT,3702,Water Transport,,,,,,,,,,DR 2011. para on AUS CFA pp 41.,S,,
Australia,,2001,5884,,3349401,REG,A Survey of NGO Capacity Bldg. Needs in Pacific DMCs (Suppl),AUS,,J,,,15.56,08 Oct 1993,,08 Oct 1993,06/14/2001,10/08/1993,REG,SDCC,NGOC,Single Donor,RE,J,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,,,,,,,,,,S,,
Australia,,2001,5981,,3452201,REG,"Asia Recovery Information Center, Phase II",AUS,,E,,,930,08 Oct 1993,,08 Oct 1993,03/30/2001,10/08/1993,REG,OREI,OREI,Single Donor,RE,E,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,,,,,,,,,,S,,
Australia,,2002,3660,,3507201,PNG,Health Policy Support ,AUS,,J,220,,242,27 May 2002,,27 May 2002,05/21/2002,05/27/2002,PNG,PARD,PAHQ,Single Donor,AD,J,C,,3400,Health and Social Protection,3413,Health Systems,,,,,,,,,,,S,,
Australia,,2002,3874,,,AFG,Capacity Building for Reconstruction and Development,AUS,,E,,,136, ,,,05/30/2002,,AFG,CWRD,,Single Donor,AD,E,C,,3900,Multisector,3900,Multisector,,,,,,,,,,,S,,
Australia,,2002,6021,,3547201,REG,A Framework for ADB-NGO Cooperation,AUS,,J,170,,160,28 Nov 2001,,28 Nov 2001,02/25/2002,11/28/2001,REG,SDCC,NGOC,Single Donor,RE,J,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,,,,,,,,,,S,,
Australia,,2003,3579,,3414201,INO,Support for Health Sector Policy Reforms,AUS,,E,,,857.4,09 Apr 2003,,09 Apr 2003,03/31/2003,04/09/2003,INO,SERD,SESS,Single Donor,AD,E,C,,3400,Health and Social Protection,3413,Health Systems,,,,,,,,,,,S,,
Australia,,2003,6016,,,REG,Clean Air Initiatives for Asian Cities ,AUS,,J,,,62, ,, ,08/13/2003,,REG,SDCC,SDES,Single Donor,RE,J,PS,,3800,Water and Other Municipal Infrastructure and Services,,,,,,,,,,,,,HS,,
Australia,,2003,6138,,3664701,REG,Asia Recovery Information Center - Phase 3,AUS,,J,405,,381.01, ,, ,11/13/2003,,REG,OREI,OREI,Single Donor,RE,J,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,,,,,,,,,,Successful,,
Australia,,2004,3874,,3613901,AFG,Capacity Building for Reconstruction and Development,AUS,,E,,,271, ,, ,06/01/2004,,AFG,CWRD,,Single Donor,AD,E,C,,3900,Multisector,3900,Multisector,,,,,,,,,,,S,,
Australia,,2004,4388,,3773301,PNG,Strengthening the Capacity of the Parliamentary Accounts Committee,AUS,,J,300,,200, ,, ,09/10/2004,,PNG,PARD,PAHQ,Single Donor,AD,J,C,,3600,Public Sector Management,3602,Public Expenditure and Fiscal Management,,,,,,,,,,,,,
Australia,,2004,4457,,3640701,VAN,Secured Transactions Reforms,AUS,,J,600,,200, ,, ,12/02/2004,,VAN,PARD,PLCO,Single Donor,AD,J,C,,3300,Finance,3315,Finance Sector Development,,,,,,,,,,,S,,
Australia,,2004,4482,,3814701,SOL,State-Owned Enterprise Reforms and Private Sector Participation,AUS,,E,300,,500, ,, ,12/15/2004,,SOL,PARD,PLCO,Single Donor,AD,E,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,,,,,,,,,,PS,,
Australia,,2004,4524,,3667701,PHI,Development of a Basic Education in the Autonomous Region in Muslim Mindanao,AUS,,E,,,375, ,, ,12/23/2004,,PHI,SERD,SESS,Single Donor,AD,E,C,,3100,Education,3101,Pre-Primary and Basic Education,,,,,,,,,,,PS,,
Australia,,2004,4527,,3824101,SOL,Diagnostic Assessment of Interisland Transport,AUS,,E,200,,150, ,, ,12/23/2004,,SOL,PARD,PAHQ,Single Donor,AD,E,C,,3700,Transport and ICT,3712,Transport Management and Policies,,,,,,,,,,,PS,,
Australia,,2004,4547,,3747501,INO,Madrasah Education Development Project,AUS,,J,600,,600, ,, ,12/23/2004,,INO,SERD,SESS,Single Donor,PP,J,C,,3100,Education,3106,Education Sector Development,,,,,,,,,,,,,
Australia,,2005,3125,,3209901,NAU,Capacity Building for Financial & Economic Mgt.,AUS,,J,600,,102.81, ,, ,09/02/2005,,NAU,PARD,PAHQ,Single Donor,AD,J,C,,3300,Finance,3315,Finance Sector Development,,Governance,Capacity Development,,,,,,,,PS,,
Australia,,2005,4590,,3907201,NAU,Reform of the Nauru Phosphate Corporation,AUS,,C,,,375, ,, ,05/25/2005,,NAU,PARD,PAHQ,Single Donor,AD,C,C,,3200,Energy,3214,Energy Efficiency and Conservation,,Economic Growth,Private Sector Development,Governance,,Promoting Economic Efficiency and Enabling Business environment,Public Private Partnerships,Economic and Financial governance,,,PS,,
Australia,,2005,4637,,3749301,AFG,Capacity Building Economic Management,AUS,,J,200,,190, ,, ,08/26/2005,,AFG,CWRD,AFRM,Single Donor,AD,J,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Economic Growth,Governance,,,Promoting macroeconomic stability,Economic and Financial governance,,,,S,,
Australia,,2005,4700,,3815101,SOL,Supporting Business Law Reform,AUS,,E,400,,200, ,, ,11/25/2005,,SOL,PARD,PLCO,Single Donor,AD,E,C,,3600,Public Sector Management,3605,Law and Judiciary,,Economic Growth,Private Sector Development,,,Promoting Economic Efficiency and Enabling Business environment,Policy reforms,,,,Highly Successful,,
Australia,,2005,6113,,,REG,Making Markets Work Better for the Poor,AUS,,J,,,33.6, ,, ,04/01/2005,,REG,SERD,VRM,Single Donor,RE,J,PS,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Economic Growth,Social Development,,,,,,,,Successful,,
Australia,,2005,6113,,,REG,Making Markets Work Better for the Poor,AUS,,E,,,25, ,, ,04/25/2005,,REG,SERD,VRM,Single Donor,RE,E,PS,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Economic Growth,Social Development,,,,,,,,Successful,,
Australia,,2005,6222,,3861601,REG,Leadership Enhancement & Advancement Program,AUS,,E,600,,50, ,, ,12/20/2005,,REG,PARD,PAHQ,Single Donor,RE,E,C,,3100,Education,3104,Tertiary and Higher Education,,Economic Growth,Social Development,Regional Cooperation and Integration,Private Sector Development,,,,,,S,,
Australia,,2005,6245,,,REG,Strengthening Pro-Poor Policy in the Pacific,AUS,,J,,,925, ,, ,06/10/2005,,REG,PARD,PAHQ,Single Donor,RE,J,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Economic Growth,Social Development,Governance,,Promoting Economic Efficiency and Enabling Business environment,Human Development,"Public Administration (National,Decentralized,Regional)",,,S,,
Australia,,2006,4791,,3818301,SAM,Preparing the Power Sector Expansion Program,AUS,,J,450,,300, ,, ,05/25/2006,,SAM,PARD,PAHQ,Single Donor,PP,J,C,,3200,Energy,3215,Energy Sector Development,,Economic Growth,,,,,,,,,,,
Australia,,2006,4798,,,PNG,Demographic and Health Surveys,AUS,,J,,,1320, ,,25 May 2006,07/07/2006,,PNG,PARD,PAHQ,Single Donor,AD,J,PS,,3400,Health and Social Protection,3413,Health Systems,,Social Development,,,,,,,,,,,
Australia,,2006,4903,,4062101,VIE,Viet Nam Water Sector Review,AUS,,J,310,,60, ,, ,12/18/2006,,VIE,SERD,VRM,Single Donor,AD,J,PS,,3000,Agriculture and Natural Resources,3013,Water-Based Natural Resources Management,,Economic Growth,Environmental Sustainability,Governance,,,,,,,,,
Australia,,2006,6307,,,REG,Implementation of the GMS Cross-Border Transport Agreement,AUS,,J,,,1000,03 Oct 2006,, ,10/27/2006,10/03/2006,REG,SERD,SEOD,Single Donor,RE,J,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Economic Growth,Regional Cooperation and Integration,,,,,,,"DR 2011. para on PRC TF, pp 35.",Successful,,
Australia,,2006,6353,,3766201,REG,Private Sector Development Initiative,AUS,,J,1100,,7600,06 Sep 2006,, ,11/21/2006,09/06/2006,REG,PARD,PLCO,Single Donor,R-PA,J,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,"Private Sector Development,Economic Growth","Economic Growth,Regional Cooperation and Integration","Regional Cooperation,Private Sector Development",,Policy reforms,Promoting Economic Efficiency and Enabling Business environment,,,"DR 2012. line on big Development Partnership Results, pp1.",Highly Successful,,
Australia,,2006,6360,,3863901,REG,Strengthening Governance & Accountability in the Pacific Island Countries,AUS,,E,,,596.5, ,, ,12/07/2006,,REG,PARD,PAHQ,Single Donor,RE,E,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Regional Cooperation and Integration,Governance,,,,,,,,S,,
Australia,,2007,4942,,3915101,TIM,Infrastructure Project Mgt,AUS,,J,3000,,12000, ,, ,06/21/2007,,TIM,PARD,SOTL,Single Donor,AD,J,C,,3900,Multisector,3900,Multisector,,Economic Growth,,,,,,,,,,,
Australia,,2007,4964,,4028001,AFG,Support for Economic Policy Mgt,AUS,,J,800,,800, ,, ,09/04/2007,,AFG,CWRD,AFRM,Single Donor,AD,J,PS,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Governance,,,,,,,,,,,
Australia,,2007,4994,,3818303,SAM,Implementing the Samoa National Energy Policy,AUS,,J,600,,900, ,, ,11/21/2007,,SAM,PARD,PAHQ,Single Donor,AD,J,PS,,3200,Energy,3215,Energy Sector Development and Institutional Reform,,Economic Growth,,,,,,,,"DR 2012. para for FIN CFA, pp59.",Successful,,
Australia,,2007,6245,,3864601,REG,Strengthening Pro-Poor Policy in the Pacific,AUS,,E,,,200, ,, ,04/30/2007,,REG,PARD,PAHQ,Single Donor,RE,E,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Economic Growth,Social Development,Governance,,Promoting Economic Efficiency and Enabling Business environment,Human Development,"Public Administration (National,Decentralized,Regional)",,,S,,
Australia,,2007,7013,,4019301,LAO,Updating the National Water Policy and Strategy ,AUS,,J,500,,500, ,, ,12/12/2007,,LAO,SERD,SEAE,Single Donor,AD,J,PS,,3000,Agriculture and Natural Resources,3013,Water-Based Natural Resources Management,,"Economic growth,Economic Growth",Environmental Sustainability,,,,,,,,Successful,,
Australia,,2007,7029,,4035401,VIE,Support for Health Systems Development Program,AUS,,J,500,,180, ,, ,12/11/2007,,VIE,SERD,SESS,Single Donor,PP,J,PS,,3400,Health and Social Protection,3413,Health Systems,,Social Development,Gender Equity,Governance,,,,,,,,,
Australia,,2008,4902,,4010201,TUV,Capacity Building for Taxation Reforms,AUS,,E,,,270, ,, ,11/12/2008,,TUV,PARD,SPSO,Single Donor,PP,E,C,,3600,Public Sector Management,3602,Public Expenditure and Fiscal Management,,Private Sector Development,Governance,,,,,,,,HS,,
Australia,,2008,4907,,3531201,LAO,Sector-Wide Approach in Education Sector Development,AUS,,E,,,477, ,, ,06/20/2008,,LAO,SERD,SESS,Single Donor,AD,E,C,,3100,Education,3106,Education Sector Development,,Social Development,Governance,,,,,,,,Successful,,
Australia,,2008,6245,,3864601,REG,Strengthening Pro-Poor Policy in the Pacific ,AUS,,J,24,,232, ,, ,07/15/2008,,REG,PARD,PAHQ,Single Donor,RE,J,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Economic Growth,Social Development,Governance,,,,,,,S,,
Australia,,2008,6353,,,REG,Private Sector Development Initiative (Supplementary 1),AUS,,E,,,300, ,, ,07/01/2008,,REG,PARD,PLCO,Single Donor,R-PA,E,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Economic Growth,Regional Cooperation and Integration,Private Sector Development,,,,,,"DR 2012. line on big Development Partnership Results, pp1.",Highly Successful,,
Australia,,2008,6424,,,REG,Enhancing Effective Regulation of Water and Energy Infrastructure and Utility Services,AUS,,E,,,700, ,, ,06/10/2008,,REG,OGC,OGC,Single Donor,RE,E,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Economic Growth,Private Sector Development,Governance,,,,,,,,,
Australia,,2008,6450,,4043701,REG,Enhancing Transport and Trade Facilitation in the GMS,AUS,,J,,,250, ,, ,03/28/2008,,REG,SERD,SEOC,Single Donor,RE,J,C,,3500,Industry and Trade,3504,Trade and Services,,Economic Growth,Regional Cooperation and Integration,,,,,,,,,,
Australia,,2008,6463,,4165001,REG,Strengthening Pacific Economic Analysis and Policy Dev't.,AUS,,E,1500,,400, ,, ,06/09/2008,,REG,PARD,PAHQ,Single Donor,RE,E,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Economic Growth,Social Development,,,,,,,,,,
Australia,,2008,6467,,4135301,REG,HIV Prevention and Infrastructure: Mitigating Risk in the GMS,AUS,,E,,,6000, ,, ,06/24/2008,,REG,SERD,SESS,Single Donor,R-CD,E,PS,,3400,Health and Social Protection,3412,Health Programs,,Social Development,Gender Equity,,,,,,,,,,
Australia,,2008,6499,,4245401,REG,Strengthening Governance and Accountability in Pacific Island Countries (Phase 2),AUS,,J,1500,,400, ,, ,11/03/2008,,REG,PARD,PAHQ,Single Donor,RE,J,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Regional Cooperation and Integration,Governance,,,,,,,,Successful,,
Australia,,2008,6515,,4125201,REG,Impact of Maternal and Child Health Private Expenditure on Poverty and Inequity,AUS,,J,300,,326, ,, ,12/18/2008,,REG,SDCC,SDGG,Single Donor,RE,J,PS,,3400,Health and Social Protection,3411,Health Finance,,Social Development,Gender Equity,Governance,,,,,,,Successful,,
Australia,,2008,7161,,4118001,TUV,Capacity Development for Public Financial Management,AUS,,J,800,,57.75, ,, ,11/03/2008,,TUV,PARD,SPSO,Single Donor,AD,J,C,,3600,Public Sector Management,3602,Public Expenditure and Fiscal Management,,Economic Growth,Private Sector Development,,,,,,,"DR 2012. para for AUS CFA, pp60.",Highly Successful,,
Australia,,2009,6307,,3752301,REG,Implementation of the GMS Cross-Border Transport Agreement,AUS,,E,,,935,26 May 2009,, ,08/11/2009,05/26/2009,REG,SERD,SEOD,Single Donor,RE,E,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Economic Growth,Regional Cooperation and Integration,,,,,,,"DR 2011. para on PRC TF, pp 35.",Successful,,
Australia,,2009,6477,,4232901,REG,Response in the Pacific to High Prices,AUS,,J,,,84.73,16 Jan 2009,,16 Jan 2009,05/08/2009,01/16/2009,REG,PARD,PAHQ,Single Donor,PA,J,C,,3600,Public Sector Management,3603,Economic and Public Affairs Management,,Economic growth,,,,,,,,,S,,
Australia,,2009,6522,,42499-012,REG,Establishment of the Pacific Infrastructure Advisory Center,AUS,,E,,,1800,18 May 2009,, ,01/08/2009,05/18/2009,REG,PARD,PAHQ,Single Donor,R-PA,E,PS,,3900,Multisector,3900,Multisector,,Capacity Development,Economic growth,Private Sector Development,,,,,,,Highly Successful,,
Australia,,2009,7045,,4025501,VIE,Central Mekong Delta Region Connectivity Project,AUS,,J,,,240,27 Apr 2009,,27 Apr 2009,05/07/2009,04/27/2009,VIE,SERD,SETU,Single Donor,PP,J,PS,,3700,Transport and ICT,3701,Road Transport,,Economic Growth,,,,Promoting Economic Efficiency and Enabling Business environment,,,,,,,
Australia,,2010,6522,,42499-012,REG,Establishment of the Pacific Infrastructure Advisory Center (Supplementary),AUS,,E,,,1050,04 Jun 2010,,,11/19/2010,06/04/2010,REG,PARD,PAHQ,Single Donor,R-PA,E,PS,,3900,Multisector,3900,Multisector,,Capacity Development,Economic Growth,Private Sector Development,,,,,,,Highly Successful,,
Australia,,2010,7045,,,VIE,Central Mekong Delta Region Connectivity Project,AUS,,J,,,1450,15 Mar 2010,,,01/06/2010,03/15/2010,VIE,SERD,SETU,Single Donor,PP,J,PS,,3700,Transport and ICT,3701,Road Transport,,Economic Growth,,,,Promoting Economic Efficiency and Enabling Business environment,,,,,,,
Australia,,2010,7307,,,REG,"Regional Cooperation on Knowledge Management, Policy, and Institutional Support to the Coral Triangle Initiative",AUS,,E,,,168,11 Jun 2010,,,09/03/2010,06/11/2010,REG,SERD,SEAE,Single Donor,R-PA,E,PS,,3000,Agriculture and Natural Resources,3012,Land-Based Natural Resources Management,,Environmental Sustainability,Governance,Regional Cooperation,,"Natural Resources Conservation,Global And Regional Transboundary Environmental Issues,Environmental Policy And Legislation",,,,,,,
Australia,,2010,7460,,,CAM,Outcome Monitoring and Procurement Review (Supplementary),AUS,,E,,,100,20 Apr 2010,,,04/15/2010,04/20/2010,CAM,SERD,SETU,Single Donor,R-CD,E,PS,,3700,Transport and ICT,3703,Rail Transport,04/20/2010,Regional Cooperation,Economic Growth,,,Crossborder Infrastructure,Promoting Economic Efficiency and Enabling Business environment,,,,,,
Australia,,2010,7554,,4327301,INO,Analytical and Capacity Development Partnership,AUS,,J,,,23000,23 Dec 2010,,,06/15/2010,12/23/2010,INO,SERD,IRM,Single Donor,CD,J,PS,,3100,Education,3106,Education Sector Development,,Social Development,Capacity Development,,,Human Development,"Client Relations,Network,And Partnership Development",,,"DR 2010. para on Education, new project pp 37.  DR 2010. Case Study: Reforming Education, pp 39.",,,
Australia,,2010,7562,,3907104,INO,Capacity Development for Metropolitan Sanitation Management and Health,AUS,,J,500,,1000,31 May 2010,,,07/19/2010,05/31/2010,INO,SERD,SEEW,Single Donor,CD,J,PS,,3800,Water and Other Municipal Infrastructure and Services,3801,Water Supply and Sanitation,,Capacity Development,Social Development,Environmental Sustainability,,Institutional Development,Human Development,Urban Environmental Improvement,,,Successful,,
