Product Approval Number,Anchor Product,Donor,Unknown,Approval Year (Date of Approval ADB),Approval Year (ADB),,Approval Numbers,Proj No,MFF Number,Equity Number,Country Mnemonic,Loan/Grant Title,Department,Division,Approval,OCR,ADF Loan,ADF Grant,SF ,Total,Grants,Loans,Commercial,Total CF,Type of Cofinancing,Agreement Type,Admin Arrangement,Source Classification,Source Subtype,ADB Fund Source,Sector Code,Sector,Subsector Code,Subsector,Approval Date CF,Date of Agreement Letter,Theme,Supplementary,cofinanceOfficer,Recording Date,Effectivity Date,Physical Closing Date,Financial Completion Date,Status Cofinancing,Sov-NonSov,PCR Rating,Validation Rating,PPER Rating,Remarks,Publications
9115,9115,JFPR,Japan,2007,2007,,9115,,,,MON,Access to Health Services for Disadvantaged Groups in Ulaanbaatar,EARD,MNRM,12/19/2007,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,11/02/2007,,,No,,12/19/2007,04/25/2008,10/24/2012,,Under Administration,Sovereign,,,,,
9116,9116,JFPR,Japan,2008,2008,,9116,,,,SRI,Improvement of Rural Access Roads and Livelihood Development for the Poor,SARD,SLRM,01/21/2008,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,11/02/2007,,,No,,01/21/2008,02/26/2008,07/30/2010,02/15/2011,Closed/Completed,Sovereign,,,,,
9117,9117,JFPR,Japan,2008,2008,,9117,,,,LAO,Alternative Livelihood for Upland Ethnic Groups in Houaphanh Province,SERD,LRM,02/13/2008,,,,,0,1.82,,,1.82,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,11/02/2007,,,No,,02/13/2008,04/09/2008,02/29/2012,,Under Administration,Sovereign,,,,,
9118,9118,JFPR,Japan,2008,2008,,9118,41602,,,PHI,Developing Microinsurance Project,SERD,SEPF,02/15/2008,,,,,0,1,,,1,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3300,Finance,,,01/08/2008,,,No,,02/15/2008,03/17/2008,09/30/2012,,Under Administration,Sovereign,,,,,"DR 2012. box for JFPR, pp58."
9119,9119,JFPR,Japan,2008,2008,,9119,,,,VIE,Community-Based Early Childhood Care and Development,SERD,SEHS,02/19/2008,,,,,0,1.9,,,1.9,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,09/07/2007,,,No,,02/19/2008,09/26/2008,09/25/2012,,Under Administration,Sovereign,,,,,
9120,9120,JFPR,Japan,2008,2008,,9120,,,,VIE,Livelihood Improvement of Vulnerable Ethnic Minority Communities Affected by the Song Bung 4 Hydropower Project in Quang Nam Province,SERD,SEEN,06/26/2008,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,04/11/2007,,,No,,06/26/2008,11/10/2008,02/28/2013,,Under Administration,Sovereign,Successful,,,,
9121,9121,JFPR,Japan,2008,2008,,9121,,,,MON,Community-Based Local Road Upgrading and Maintenance in the Western Region of Mongolia,EARD,EATC,07/10/2008,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3700,Transport and ICT,,,05/20/2008,,,No,,07/10/2008,09/01/2008,09/01/2012,,Under Administration,Sovereign,Partly Successful,,,,
9122,9122,JFPR,Japan,2008,2008,,9122,,,,FSM,Weno Water Supply Well Remediation,PARD,PAUS,07/17/2008,,,,,0,0.98,,,0.98,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3800,Water and Other Municipal Infrastructure and Services,,,05/20/2008,,,No,,07/17/2008,09/10/2008,07/09/2012,,Under Administration,Sovereign,,,,,
9123,9123,JFPR,Japan,2008,2008,,9123,,,,VIE,Demand-Driven Skills Training for Poverty Reduction in the Cuu Long (Mekong) River Delta,SERD,SEHS,07/18/2008,,,,,0,1.3,,,1.3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,05/20/2008,,,No,,07/18/2008,10/21/2008,10/20/2012,,Under Administration,Sovereign,,,,,
9124,9124,JFPR,Japan,2008,2008,,9124,,,,MON,Water Point and Extension Station Establishment for Poor Herding Families,EARD,EAER,07/30/2008,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,01/08/2008,,,No,,07/30/2008,10/15/2008,06/01/2012,,Under Administration,Sovereign,Successful,,,,
9125,9125,JFPR,Japan,2008,2008,,9125,,,,MON,Poverty Reduction through Community-Based Natural Resource Management,EARD,EAER,08/05/2008,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,01/08/2008,,,No,,08/05/2008,10/08/2008,10/07/2012,,Under Administration,Sovereign,Satisfactory,,,,"DR 2012. line in EARD section on Partnership results, pp 11."
9126,9126,JFPR,Japan,2008,2008,,9126,,,,TAJ,Community Participatory Flood Management,CWRD,CWER,09/08/2008,,,,,0,3,,,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,07/03/2008,,,No,,09/08/2008,01/22/2009,08/31/2012,,Under Administration,Sovereign,Successful,,,,
9127,9127,JFPR,Japan,2008,2008,,9127,,,,MON,Energy Conservation and Emissions Reduction from Poor Households,EARD,EAEN,09/23/2008,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3200,Energy,,,07/14/2008,,,No,,09/23/2008,,,,,Sovereign,,,,Attached to Loan  Loan/TA Number :  L1548-MON Project Name :  Ulaanbaatar Heat Efficiency Project Date of ADB Approval :  25 Sep 1997,
9128,9128,JFPR,Japan,2008,2008,,9128/0134,,26,,AFG,Development of Mini Hydropower Plants in Badakshan and Bamyan Provinces,CWRD,CWEN,11/28/2008,,,,,0,12,,,12,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3200,Energy,,,10/22/2008,,,No,,11/28/2008,02/01/2009,02/28/2014,,Closed/Completed,Sovereign,,,,,
9129,9129,JFPR,Japan,2009,2009,,9129,,,,BAN,Developing Inclusive Insurance Sector,SARD,SAPF,01/27/2009,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3300,Finance,,,12/01/2008,,,No,,01/27/2009,01/07/2010,06/30/2013,,Closed/Completed,Sovereign,,,,,
9130,9130,JFPR,Japan,2009,2009,,9130,,,,PNG,Extending the Socioeconomic Benefits of an Improved Road Network to Roadside Communities,PARD,PATE,03/02/2009,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,12/01/2008,,,No,,03/02/2009,03/03/2009,03/02/2013,,Under Administration,Sovereign,,,,,"DR 2012. para in PARD section on Partnership Results, pp 15."
9131,9131,JFPR,Japan,2009,2009,,9131,,,,MON,Reducing Persistent Chronic Malnutrition in Children in Mongolia,EARD,EASS,03/16/2009,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,12/01/2008,,,No,,03/16/2009,,,,,Sovereign,,,,,
9132,9132,JFPR,Japan,2009,2009,,9132,,,,INO,Rice Fortification for the Poor,SERD,IRM,03/20/2009,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,12/01/2008,,,No,,03/20/2009,12/31/2009,12/31/2012,,Under Administration,Sovereign,,,,,
9133,9133,JFPR,Japan,2009,2009,,9133,,,,CAM,Piloting the Post-Harvest Technology and Skills Bridging Program for Rural Poor,SERD,CARM,04/20/2009,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,12/24/2008,,,No,,04/20/2009,07/02/2009,10/31/2012,,Under Administration,Sovereign,Satisfactory,,,,
9134,9134,JFPR,Japan,2009,2009,,9134,,,,IND,Capacity Building and Livelihood Enhancement of Poor Water Users,SARD,SAER,06/19/2009,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,12/24/2008,,,No,,06/19/2009,07/17/2009,07/17/2013,,Under Administration,Sovereign,,,,,
9135,9135,JFPR,Japan,2009,2009,,9135/0277/0382/0406,38097-013,,,NEP,Establishing Women and Children Service Centers,SARD,SAHS,07/03/2009,,,,,0,0.75,,,0.75,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,3405,Social Protection,12/24/2008,,,No,,07/03/2009,01/19/2010,01/19/2014,,Under Administration,Sovereign,,,,,
9136,9136,JFPR,Japan,2009,2009,,9136,,,,MON,Protecting the Health Status of the Poor During the Financial Crisis,EARD,EASS,07/30/2009,,,,,0,3,,,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,06/18/2009,,,No,,07/30/2009,,,,,Sovereign,,,,,
9137,9137,JFPR,Japan,2009,2009,,9137,,,,LAO,Developing Model Health Villages in Northern Lao People's Democratic Republic,SERD,LRM,08/14/2009,,,,,0,3,,,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,07/01/2009,,,No,,08/14/2009,11/23/2009,11/23/2012,,Under Administration,Sovereign,Successful,,,,"DR 2012. para in SERD section on Partnership Results, pp 23."
9138,9138,JFPR,Japan,2009,2009,,9138,,,,MON,"Early Childhood Education for Rural, Nomadic, and Migrant Children",EARD,EASS,08/28/2009,,,,,0,2.89,,,2.89,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,06/18/2009,,,No,,08/28/2009,,,,,Sovereign,,,,,
9139,9139,JFPR,Japan,2009,2009,,9139,,,,MON,Demonstration Project for Improved Electricity Services to the Low-Income Communities in Rural Areas,EARD,EAEN,09/09/2009,,,,,0,2.4,,,2.4,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3200,Energy,,,07/01/2009,,,No,,09/09/2009,11/09/2009,04/28/2013,,Under Administration,Sovereign,,,,,
9140,9140,JFPR,Japan,2009,2009,,9140,,,,VIE,Formalizing Microfinance Institutions,SERD,SEPF,10/05/2009,,,,,0,1.5,,,1.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3300,Finance,,,08/12/2009,,,No,,10/05/2009,10/19/2009,10/19/2012,,Under Administration,Sovereign,,,,,
9141,9141,JFPR,Japan,2009,2009,,9141,,,,NEP,Capacity Building for the Promotion of Legal Identity Among the Poor in Nepal,OGC,OGC,10/12/2009,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3600,Public Sector Management,,,06/18/2009,,,No,,10/12/2009,04/28/2010,04/28/2014,,Under Administration,Sovereign,,,,,
9142,9142,JFPR,Japan,2009,2009,,9142,,,,TIM,Our Roads Our Future - Supporting Local Governance and Community-Based Infrastructure Works,PARD,PATE,11/20/2009,,,,,0,3,,,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3700,Transport and ICT,,,10/16/2009,,,No,,11/20/2009,03/12/2010,01/31/2014,,Under Administration,Sovereign,,,,,
9143,9143,JFPR,Japan,2009,2009,,9143,,,,SRI,Improving Connectivity to Support Livelihoods and Gender Equality,SARD,SLRM,12/14/2009,,,,,0,3,,,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3900,Multisector,3900,Multisector,10/16/2009,,,No,,12/14/2009,02/16/2010,10/31/2012,,Under Administration,Sovereign,,,,,
9144,9144,JFPR,Japan,2009,2009,,9144,,,,NEP,Flour Fortification in Chakki Mills,SARD,SAER,12/09/2009,,,,,0,1.8,,,1.8,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,10/16/2009,,,No,,12/09/2009,03/11/2010,09/30/2013,,Under Administration,Sovereign,,,,,
9145,9145,JFPR,Japan,2010,2010,,9145,,,,IND,Supporting Microentrepreneurship for Women's Empowerment,SARD,SAPF,05/25/2010,,,,,0,3,,,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3500,Industry and Trade,,,03/11/2010,,,No,,05/25/2010,07/02/2010,06/30/2013,,Under Administration,Sovereign,,,,,
9146,9146,JFPR,Japan,2010,2010,,9146,,,,BHU,Farm Roads to Support Poor Farmers' Livelihoods,SARD,SAER,07/14/2010,,,,,0,3,,,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,05/31/2010,,,No,,07/14/2010,08/02/2010,08/02/2013,,Under Administration,Sovereign,,,,,
9147,9147,JFPR,Japan,2010,2010,,9147,,,,IND,Improving Small Farmers' Access to Market in Bihar and Maharashtra,SARD,SAER,07/30/2010,,,,,0,3,,,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,02/05/2010,,,No,,07/30/2010,,,,Approved,Sovereign,,,,,
9148,9148,JFPR,Japan,2010,2010,,9148,,,,RMI,Improved Energy Supply for Poor Households,PARD,PATE,08/06/2010,,,,,0,1.76,,,1.76,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3200,Energy,,,05/31/2010,,,No,,08/06/2010,09/08/2010,12/31/2012,,Under Administration,Sovereign,,,,,
9149,9149,JFPR,Japan,2010,2010,,9149,,,,BHU,Upgrading Schools and Integrated Disaster Education Project,SARD,SAHS,08/12/2010,,,,,0,3,,,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,06/24/2010,,,No,,08/12/2010,08/23/2010,08/22/2013,,Under Administration,Sovereign,Highly Successful,,,,
9150,9150,JFPR,Japan,2010,2010,,9150,,,,SRI,Post-Conflict Emergency Assistance for Livelihood Restoration of Resettled Internally Displaced People in the North,SARD,SLRM,08/19/2010,,,,,0,2.5,,,2.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3900,Multisector,3900,Multisector,07/01/2010,,,No,,08/19/2010,10/26/2010,04/25/2013,,Under Administration,Sovereign,,,,,"DR 2012. box for JFPR, pp58."
9151,9151,JFPR,Japan,2010,2010,,9151,,,,REG,Social Protection of the Vulnerable in the Pacific,PARD,PAUS,09/13/2010,,,,,0,3,,,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,06/10/2010,,,No,,09/13/2010,01/18/2011,09/13/2013,,Under Administration,Sovereign,,,,"Cook Islands, Marshall Islands, and Tonga",
9152,9152,JFPR,Japan,2010,2010,,9152,,,,MON,Promoting Inclusive Financial Services for the Poor,EARD,EAPF,12/17/2010,,,,,0,2.5,,,2.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3300,Finance,,,11/09/2010,,,No,,12/17/2010,,,,Approved,Sovereign,,,,,
9153,9153,JFPR,Japan,2011,2011,,9153,42149-012,,,BAN,Institutional Support for Migrant Workers' Remittance,SARD,SAPF,01/18/2011,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3300,Finance,,,,,,No,,01/18/2011,,,,Under Administration,Sovereign,,,,,
9154,9154,JFPR,Japan,2011,2011,,9154,44082-012,,,SRI,Improving Community-Based Rural Water Supply and Sanitation in Post-Conflict Areas of Jaffna and Kilinochchi,SARD,SAUD,02/04/2011,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3800,Water and Other Municipal Infrastructure and Services,,Water Supply and Sanitation,12/22/2010,,,No,,02/04/2011,08/01/2011,06/30/2014,,Under Administration,Sovereign,,,,,
9155,9155,JFPR,Japan,2011,2011,,9155,44134-012,,,BHU,Advancing Economic Opportunities of Women and Girls,SARD,SAOD,02/04/2011,,,,,0,1.95,,,1.95,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3900,Multisector,3900,Multisector,12/22/2010,,,No,,02/04/2011,05/09/2011,01/31/2014,,Under Administration,Sovereign,,,,,
9156,9156,JFPR,Japan,2011,2011,,9156,44363-012,,,CAM, Improving Market Access for the Poor in Central Cambodia,SERD,SEHS,02/16/2011,,,,,0,1.9,,,1.9,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3500,Industry and Trade,,,12/22/2010,,,No,,02/16/2011,04/05/2011,03/01/2014,,Under Administration,Sovereign,,,,,
9157,9157,JFPR,Japan,2011,2011,,9157,43103-012,,,NEP,Reducing Child Malnutrition through Social Protection,SARD,NRM,02/28/2011,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,,11/09/2010,,,No,,02/28/2011,06/08/2011,12/31/2014,,Under Administration,Sovereign,,,,,
9158,9158,JFPR,Japan,2011,2011,,9158,44135-012,,,REG," Improving Gender-Inclusive Access to Clean and Renewable Energy in Bhutan, Nepal and Sri Lanka",SARD,SLRM,03/18/2011,,,,,0,3,,,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3200,Energy,,,12/27/2010,,,No,,03/18/2011,,,,Approved,Sovereign,,,,,
9159,9159,JFPR,Japan,2011,2011,,9159,42321-012,,,NEP,Support for Targeted and Sustainable Development Programs for Highly Marginalized Groups,SARD,NRM,03/30/2011,,,,,0,2.7,,,2.7,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3900,Multisector,3900,Multisector,01/28/2011,,,No,,03/30/2011,06/08/2011,06/08/2015,,Under Administration,Sovereign,,,,,
9160,9160,JFPR,Japan,2011,2011,,9160,44129-012,,,REG,Developing Sustainable Alternative Livelihoods in Coastal Fishing Communities in the Coral Triangle,SERD,SEER,11/02/2011,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,,06/01/2011,,,No,,11/02/2011,,,,Approved,Sovereign,,,,Indonesia and the Philippines,
9161,9161,JFPR,Japan,2012,2012,,9161,45127-001,,,PHI,Enhancing Access to Quality Early Childhood Education Services for Children in Poor Communities,SERD,SEHS,02/20/2012,,,,,0,1.5,,,1.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,Pre-Primary and Basic Education,11/30/2011,,,No,,02/20/2012,,,,Under Administration,Sovereign,,,,,
9162,9162,JFPR,Japan,2012,2012,,9162,45320-001,,,PHI,Promoting Partnerships and Innovation in Poor and Underserved Communities,SERD,SEHS,04/09/2012,,,,,0,1.5,,,1.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3900,Multisector,3900,Multisector,02/10/2012,,,No,,04/09/2012,,,,Approved,Sovereign,,,,,
9163,9163,JFPR,Japan,2012,2012,,9163/0288,41504-024,,,PNG,Improved Energy Access for Rural Communities,PARD,PATE,04/19/2012,,,,,0,2.5,,,2.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3200,Energy,,Conventional Energy,,,,No,,04/19/2012,,,,,Sovereign,,,,,"DR 2012. para in PARD section on New Jint Initiatives, pp 16."
9164,9164,JFPR,Japan,2012,2012,,9164,45145-001,,,MON,Establishment of Climate-Resilient Rural Livelihoods,EARD,EAER,06/08/2012,,,,,0,2.5,,,2.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,Land-Based Natural Resources Management,,,,No,,06/08/2012,,,,Under Administration,Sovereign,,,,,
9165,9165,JFPR,Japan,2012,2012,,9165,36222-013,,,AFG,Community-Based Irrigation Rehabilitation and Development,CWRD,CWER,07/06/2012,,,,,0,10,,,10,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,"Irrigation, Drainage, and Flood Protection",05/30/2012,,,No,,07/06/2012,,,,,Sovereign,,,,,"DR 2012. line in CWRD section on New Joint Initiatives, pp 10."
9166,9166,JFPR,Japan,2012,2012,,9166,45520-001,,,SAM,Community Sanitation,PARD,PAUS,07/31/2012,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3800,Water and Other Municipal Infrastructure and Services,,Water Supply and Sanitation,04/14/2011,,,No,,07/31/2012,,,,Approved,Sovereign,,,,,
9167,9167,JFPR,Japan,2012,2012,,9167,45259-001,,,AFG,Enhanced Agricultural Value Chains for Sustainable Livelihoods,CWRD,CWER,09/19/2012,,,,,0,18.5,,,18.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,Agricultural Production and Markets,,,,No,,09/19/2012,,,,Under Administration,Sovereign,,,,,"DR 2012. line in CWRD section on New Joint Initiatives, pp 10."
9168,9168,JFPR,Japan,2012,2012,,9168,43069-012,,,IND,Livelihood Improvement for River Erosion Victims in Assam,SARD,SAER,10/05/2012,,,,,0,2.5,,,2.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,Agriculture and Rural Sector Development,06/14/2012,,,No,,10/05/2012,,,,Under Administration,Sovereign,,,,,
9169,9169,JFPR,Japan,2012,2012,,9169,44359-012,,,PHI,Agribusiness Development Assistance for Smallholders in Mindanao,SERD,SEER,12/11/2012,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,Agricultural Production and Markets,,,,No,,12/11/2012,,,,,Sovereign,,,,,
9170,9170,JFPR,Japan,2013,2012,,9170,46010-001,,,KGZ,Women's Entrepreneurship Development,CWRD,KYRM,01/14/2013,,,,,0,1.5,,,1.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3300,Finance,,Microfinance,09/26/2012,,,No,,01/14/2013,,,,,Sovereign,,,,,
9171,9171,JFPR,Japan,2013,2013,,9171,46077-001,,,TAJ,Improved Maternal and Child Health through Connectivity,CWRD,TJRM,03/07/2013,,,,,0,2.5,,,2.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3700,Transport and ICT,,Road Transport,,,,No,,03/07/2013,,,,,Sovereign,,,,,
9172,9172,JFPR,Japan,2013,2013,,9172,46284-001,,,BAN,Pilot Project on Weather Index-Based Crop Insurance,SARD,SAER,03/27/2013,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,Agriculture and Natural Resources,,Agriculture and Rural Sector Development,01/17/2013,,,No,,03/27/2013,,,,,Sovereign,,,,,
9173,9173,JFPR,Japan,2013,2013,,9173,46074-001,,,REG,Greater Mekong Subregion: Livelihood Support for Corridor Towns,SERD,SEUW,05/21/2013,,,,,0,2.5,,,2.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3900,Multisector,3900,Multisector,12/12/2012,,,No,,05/21/2013,,,,,Sovereign,,,,,
9174,9174,JFPR,Japan,2013,2013,,9174,47311-001,,,MYA,Enhancing Rural Livelihoods and Incomes,SERD,SEER,12/11/2013,,,,,0,12,,,12,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3900,Multisector,3900,Multisector,,,,No,,12/11/2013,,,,,Sovereign,,,,,
9175,9175,JFPR,Japan,2013,2013,,9175,47338-001,,,PHI,Emergency Assistance and Early Recovery for Poor Municipalities Affected by Typhoon Yolanda ,SERD,PHCO,12/13/2013,,,,,0,20,,,20,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3900,Multisector,3900,Multisector,,,,No,,12/13/2013,,,,,Sovereign,,,,,
9176,9176,JFPR,Japan,2013,2013,,9176,46490-001,,,MYA,Greater Mekong Subregion (GMS) Capacity Building for HIV/AIDs Prevention,SERD,SEHS,12/11/2013,,,,,0,10,,,10,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3400,Health and Social Protection,,Social Protection,,,,No,,12/11/2013,,,,Under Administration,Sovereign,,,,,
9177,9177,JFPR,Japan,2014,2014,,9177,47187-001,,,MYA,Pro-Poor Community Infrastructure and Basic Services,SERD,SEUW,02/27/2014,,,,,0,4,,,4,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3800,Water and Other Urban Infrastructure and Services,,,11/28/2013,,,No,,02/27/2014,,,,,Sovereign,,,,,
9178,9178,JFPR,"Japan,JFPR",2014,2014,,9178,46009-002,,,CAM,Community-Based Disaster Risk Reduction,SERD,CARM,10/03/2014,,,,,0,2.5,,,2.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3600,Public Sector Management,,Decentralization,06/30/2014,,,No,,10/03/2014,,,,,Sovereign,,,,,
9179,9179,JFPR,"Japan,JFPR",2014,2014,,9179,46270-002,,,THA,Community-Based Flood Risk Management and Disaster Response in the Chao Phraya Basin,SERD,SEUW,10/22/2014,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3800,Water and Other Urban Infrastructure and Services,,,04/03/2014,,,No,,10/22/2014,,,,,Sovereign,,,,,
9180,9180,JFPR,Japan,2015,2015,,9180,49202-001,,,NEP,Disaster Risk Reduction and Livelihood Restoration for Earthquake-Affected Communities,SARD,NRM,10/07/2015,,,,,0,15,,,15,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,Education Sector Development,,,,No,,10/07/2015,,,,,Sovereign,,,,,
9181,9181,JFPR,"Japan,JFPR",2015,2015,,9181,49320-001,,,VAN,Cycone Pam School Reconstruction,PARD,PLCO,11/16/2015,,,,,0,5,,,5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,10/21/2015,,,No,,11/16/2015,,,,Approved,Sovereign,,,,,
9182,9182,JFPR,"Japan,JFPR",2015,2015,,9182,49168-001,,,MON,Improving School Dormitory Environment for Primary Students in Western Region,EARD,EASS,11/26/2015,,,,,0,3,,,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,,,,No,,11/26/2015,,,,,Sovereign,,,,,
9183,9183,JFPR,"Japan,JFPR",2015,2015,,9183,48216-001,,,MON,Integrated Livelihoods Improvement and Sustainable Tourism in Khuvsgul Lake National Park,EARD,EAER,12/07/2015,,,,,0,3,,,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,"Agriculture, Natural Resources and Rural Development",,,09/04/2015,,,No,,12/07/2015,,,,Approved,Sovereign,,,,,
,9184,JFPR,"Japan,JFPR",2015,2015,,9184,48322-001,,,MYA,Economic Empowerment of the Poor and Women in the East-West Economic Corridor,SERD,SEOD,12/15/2015,,,,,0,3,,,3,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3000,"Agriculture, Natural Resources and Rural Development",,,08/20/2015,,,No,,12/15/2015,,,,Approved,Sovereign,,,,,
,9185,JFPR,Japan,2016,2016,,9185,49334,,,MYA,Emergency Support for Chin State Livelihoods Restoration Project,SERD,SEER,04/22/2016,,,,,0,10,,,10,DVA,PS,Full Administration,Bilateral,Grant,,3000,"Agriculture, Natural Resources and Rural Development",,Agricultural Drainage,03/17/2016,,,,,04/22/2016,,,,Approved,Sovereign,,,,,
429,409,JFJCM,"Japan,JFJCM",2015,2015,,0409/0410/0429,46122-003,,,MLD,Preparing Outer Islands for Sustainable Energy DevelopmentﾗAdditional Financing,SARD,SAEN,03/19/2015,,,,,0,5,,,5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3200,Energy,,"Conventional Energy Generation, Renewable Energy ﾖ Solar, Energy Efficiency and Conservation",,,,Yes,,03/19/2015,,,,,Sovereign,,,,,
9178,9178,JFPR,"Japan,JFPR",2014,2014,,9178,46009-002,,,CAM,Community-Based Disaster Risk Reduction,SERD,CARM,10/03/2014,,,,,0,2.5,,,2.5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3600,Public Sector Management,,Decentralization,06/30/2014,,,No,,10/03/2014,,,,,Sovereign,,,,,
9179,9179,JFPR,"Japan,JFPR",2014,2014,,9179,46270-002,,,THA,Community-Based Flood Risk Management and Disaster Response in the Chao Phraya Basin,SERD,SEUW,10/22/2014,,,,,0,2,,,2,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3800,Water and Other Urban Infrastructure and Services,,,04/03/2014,,,No,,10/22/2014,,,,,Sovereign,,,,,
9181,9181,JFPR,"Japan,JFPR",2015,2015,,9181,49320-001,,,VAN,Cycone Pam School Reconstruction,PARD,PLCO,11/16/2015,,,,,0,5,,,5,DVA,CFA/TF,Full Administration,Bilateral,Grant,,3100,Education,,,10/21/2015,,,No,,11/16/2015,,,,Approved,Sovereign,,,,,
