,Year,TA No,DMC,Project Name,Type of TA,Type of Cofg,Type of Agreement,Sector,Source Type,Donor Type,Coft Amt,Source,Cofr Approval,ADB Approval
1063,2008,7127,PRC,River Basin Water Resources Allocation and Management Policy,ADTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,250.00,MDTF-WFPF,,02-Sep-2008
1064,2008,7131,IND,Institutional Development of Integrated Water Resources Management in Orissa,ADTA,E,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,250.00,MDTF-WFPF,,18-Sep-2008
1065,2008,7132,IND,Integrated Flood and River Erosion Management Project - Arunachal Pradesh,PPTA,E,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,750.00,MDTF-WFPF,,11-Sep-2008
1066,2008,7133,THA,Capacity Building and School Networking for Educational Services (e-Learning) in Thailand,ADTA,E,C,Education,Bilateral,Single Donor,500.00,EAKPF,11-Feb-2008,19-Sep-2008
1067,2008,7136,IND,Integrated Flood and Riverbank Erosion Risk Management Project - Assam (Phase 2): Processing and Institutional Strengthening,PPTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,750.00,MDTF-WFPF,,26-Sep-2008
1068,2008,7144,VIE,Da Nang Water Supply,PPTA,E,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,"1,500.00",MDTF-WFPF,,01-Oct-2008
1069,2008,7151,VIE,Hai Phong Water Supply Project,PPTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,"1,000.00",NET-WFPF,,20-Oct-2008
1070,2008,7157,BHU,Promotion of Clean Power Export Development,RETA,J,C,Energy,Special Fund,ADB,888.00,RCIF,,29-Oct-2008
1071,2008,7161,TUV,Capacity Development for Public Financial Management,ADTA,J,C,Public Sector Management,Bilateral,Single Donor,57.75,AUS,,03-Nov-2008
1072,2008,7171,PRC,Railway Sector Energy Efficiency Strategy,ADTA,E,C,Transport and ICT,Multi-Donor Trust Fund,Multidonor,800.00,CEF-CEFPF,,18-Nov-2008
1073,2008,7172,IND,"Facilitating the Operations of the Energy Conservation Fund ""Energy Smart"" in Madhya Pradesh",ADTA,E,C,Energy,Bilateral,Single Donor,"1,700.00",Denmark-Energy 2,,13-Nov-2008
1074,2008,7175,MON,HIV/AIDS Prevention in ADB Infrastructure Projects and the Mining Sector,ADTA,E,C,Health and Social Protection,Multi-Donor Trust Fund,Multidonor,"1,000.00",HIV/AIDS Fund,,19-Nov-2008
1075,2008,7178,SOL,Establishment of the Solomon Islands Maritime Study Administration,ADTA,J,PS,Transport and ICT,Multilateral,Multidonor,600.00,EC,,25-Nov-2008
1076,2008,7182,NEP,Secondary Towns Integrated Urban Environmental Improvement Project,PPTA,J,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,146.00,NET-WFPF,,02-Dec-2008
1077,2008,7189,INO,Institutional Strengthening for Integrated Water Resources Management in the 6 Cis River Basin Territory,PPTA,J,C,Multisector,Multi-Donor Trust Fund,Multidonor,"2,000.00",MDTF-WFPF,,04-Dec-2008
1078,2008,7189,INO,Institutional Strengthening for Integrated Water Resources Management in the 6 Cis River Basin Territory,PPTA,J,PS,Multisector,Bilateral,Single Donor,"5,000.00",NET,,04-Dec-2008
1079,2008,7194,THA,Mainstreaming Energy Efficiency Measures in Thai Municipalities,PPTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,"1,000.00",CEF-CEFPF,,08-Dec-2008
1080,2008,7197,BAN,Strengthening the Resilience of the Water Sector in Khulna to Climate Change,ADTA,E,C,Multisector,Special Fund,ADB,600.00,CCF,,10-Dec-2008
1081,2008,7202,PRC,Utilization of Foreign Capital to Promote Energy Conservation and Energy-Efficient Power Generation Scheduling,ADTA,J,C,Energy,Special Fund,ADB,900.00,CCF,,11-Dec-2008
1082,2008,7210,PHI,Supporting Governance in Justice Sector Reform in the Philippines,ADTA,J,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,500.00,GDCF,,16-Dec-2008
1083,2008,7212,PRC,China Clean Development Mechanism Fund Capacity Development,ADTA,J,C,Energy,Special Fund,ADB,500.00,CCF,,11-Dec-2008
1084,2008,7217,PRC,Preparing National Guidelines for Eco-Compensation in River Basins and a Framework for Soil Pollution Management,PPTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,400.00,MDTF-WFPF,,08-Dec-2008
1085,2008,7219,PRC,Enabling the Protection of Jiaozhou Bay Water Quality and Wetland Ecosystem,PPTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,400.00,MDTF-WFPF,,17-Dec-2008
1086,2008,7220,VIE,Geo-Information Technology for Hazard Risk Assessment,PPTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,500.00,EAKPF,12-Nov-2006,08-Dec-2008
1087,2009,4573,IND,Water Users Association Empowerment for Improved Irrigation Management (Supplementary),CDTA,E,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,400.00,MDTF-WFPF,15-Jan-2008,07-Aug-2009
1088,2009,4645,CAM,Restructuring of the Railways in Cambodia,ADTA,J,C,Transport and ICT,Special Fund,ADB,600.00,RCIF,11-Nov-2008,08-May-2009
1089,2009,4813,PRC,Strengthening Flood Mgt Sustainability in Hunan Province,ADTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,60.00,NET-WFPF,04-Nov-2008,26-Jan-2009
1090,2009,4893,NEP,"Kathmandu Valley Water Distribution, Sewerage & Urban Devt Project",PPTA,J,PS,Water and Other Municipal Infrastructure and Services,Multilateral,Multidonor,273.00,PPIAF,07-Aug-2009,19-Jun-2009
1091,2009,4939,PRC,Integrated Renewable Biomass Energy Development Project,PPTA,E,PS,Agriculture and Natural Resources,Global Fund,Multidonor,210.00,GEF,24-Feb-2009,20-Apr-2009
1092,2009,6143,REG,Promoting Gender Equality and Women's Empowerment,RETA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,"1,000.00",GDCF,26-Nov-2009,11-Dec-2009
1093,2009,6259,REG,Aviation Legislative and Regulatory Review,RETA,E,PS,Transport and ICT,Bilateral,Single Donor,132.00,NZL,24-Feb-2009,01-Jun-2009
1094,2009,6262,REG,Enhancing the Devt Effectiveness of the GMS Economic Cooperations Program,RETA,E,C,Industry and Trade,Special Fund,ADB,450.00,RCIF,30-Mar-2009,03-Apr-2009
1095,2009,6291,REG,Rolling Out Air Quality Management in Asia,RETA,J,PS,Transport and ICT,Bilateral,Single Donor,12.22,SWE,07-Sep-2009,25-Sep-2009
1096,2009,6293,REG,Managing the Cities in Asia,RETA,E,PS,Water and Other Municipal Infrastructure and Services,Multilateral,Multidonor,530.00,NDF,01-Oct-2009,24-Sep-2009
1097,2009,6306,REG,Mainstreaming MFDR in Support of Poverty Reduction in South Asia,RETA,E,C,Public Sector Management,Multi-Donor Trust Fund,Multidonor,100.00,MFDR,25-Sep-2009,29-Sep-2009
1098,2009,6307,REG,Implementation of the GMS Cross-Border Transport Agreement,RETA,E,C,Public Sector Management,Bilateral,Single Donor,935.00,AUS,26-May-2009,11-Aug-2009
1099,2009,6325,REG,Promoting Effective Water Management Policies and Practices 5,RETA,E,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,583.00,CFWS,07-Aug-2009,15-Aug-2009
1100,2009,6353,REG,Private Sector Development Initiative (Supplementary 2),R-PATA,E,C,Public Sector Management,Bilateral,Single Donor,160.00,AUS,18-Dec-2009,27-Nov-2009
1101,2009,6390,REG,Transboundary Animal Disease Control for Poverty Redn in the GMS,RETA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,200.00,PRC-PR Fund,24-Jun-2008,27-Feb-2009
1102,2009,6390,REG,Transboundary Animal Disease Control for Poverty Redn in the GMS,RETA,J,C,Agriculture and Natural Resources,Special Fund,ADB,"1,000.00",RCIF,11-Nov-2008,27-Feb-2009
1103,2009,6407,REG, Greater Mekong Subregion Phnom Penh Plan for Development Management III,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,13-Apr-2009,12-May-2009
1104,2009,6407,REG,Greater Mekong Subregion Phnom Penh Plan for Development Management III,CDTA,E,PS,Public Sector Management,Bilateral,Single Donor,900.00,AFD,30-Apr-2009,10-Feb-2009
1105,2009,6424,REG,Enhancing Effective Regulation of Water and Energy Infrastructure and Utility Services,RETA,E,C,Public Sector Management,Bilateral,Single Donor,400.00,ICFF,08-Dec-2008,28-Aug-2009
1106,2009,6438,REG,Implementation of the Technical Support Facility under the Carbon Market Initiative (Supplementary 1),R-RDTA,J,PS,Energy,Bilateral,Single Donor,"1,000.00",FIN,26-May-2009,19-Jun-2009
1107,2009,6454,REG,"Supporting Regional Capacities for Financial Asset and Liability
and Risk Management",RETA,E,C,Finance,Special Fund,ADB,300.00,RCIF,13-Nov-2009,11-Nov-2009
1108,2009,6460,REG,Bond Financing for Infrastructure Projects in the ASEAN+3 Region,R-PATA,E,C,Finance,Multi-Donor Trust Fund,Multidonor,340.00,FSDPF,23-Apr-2009,13-Jul-2009
1109,2009,6475,REG,Enhancing Engagement with Pacific Developing Member Countries,RETA,E,PS,Public Sector Management,Bilateral,Single Donor,"1,440.00",AUS,03-Jun-2009,21-Feb-2009
1110,2009,6477,REG,Response in the Pacific to High Prices,PATA,J,C,Public Sector Management,Bilateral,Single Donor,84.73,AUS,16-Jan-2009,08-May-2009
1111,2009,6477,REG,Response in the Pacific to High Prices,PATA,J,PS,Public Sector Management,Bilateral,Single Donor,10.00,NZL,19-May-2009,08-May-2009
1112,2009,6498,REG,Knowledge and Innovation Support for ADB's Water Financing Program,R-CDTA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,300.00,NET-WFPF,17-Jul-2009,01-Jul-2009
1113,2009,6498,REG,Knowledge and Innovation Support for ADB's Water Financing Program,R-CDTA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,"1,200.00",MDTF-WFPF,17-Jul-2009,01-Jul-2009
1114,2009,6522,REG,Establishment of the Pacific Infrastructure Advisory Center,R-PATA,E,PS,Multisector,Bilateral,Single Donor,"1,800.00",AUS,18-May-2009,08-Jan-2009
1115,2009,6523,REG,Partnership for Good Governance and Knowledge on Urban Water Management,RETA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,500.00,EAKPF,01-Dec-2008,19-Jan-2009
1116,2009,6524,REG,Climate Impacts and Responses: A Multimedia Campaign Project,RETA,E,C,Public Sector Management,Special Fund,ADB,450.00,CCF,,19-Jan-2009
1117,2009,7013,LAO,Updating the National Water Policy and Strategy ,ADTA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,300.00,AUS,04-Jun-2009,14-Jul-2009
1118,2009,7040,PRC,Silk Road Ecosystem Restorian Project,PPTA,E,PS,Agriculture and Natural Resources,Global Fund,Multidonor,335.00,GEF,11-Sep-2009,18-Mar-2009
1119,2009,7045,VIE,Central Mekong Delta Region Connectivity Project,PPTA,J,PS,Transport and ICT,Bilateral,Single Donor,240.00,AUS,27-Apr-2009,07-May-2009
1120,2009,7086,VIE,Skills Enhancement Project,S-PPTA,E,C,Education,Bilateral,Single Donor,59.70,BEL,18-Aug-2009,30-Sep-2009
1121,2009,7109,PHI,Integrated Natural Resources and Environmental Management Sector Development Program,PPTA,C,PS,Agriculture and Natural Resources,Global Fund,Multidonor,291.00,GEF,03-Sep-2009,15-Oct-2009
1122,2009,7173,NEP,Strengthening Capacity for Managing Climate Change and the Environment,CDTA,E,C,Public Sector Management,Special Fund,ADB,300.00,CCF,15-Dec-2008,07-Sep-2009
1123,2009,7226,CAM,"Capacity Development for National Economic Policy Analysis and Development Management, Phase III",CDTA,E,C,Public Sector Management,Bilateral,Single Donor,500.00,PRC-PR Fund,24-Jun-2008,12-Jan-2009
1124,2009,7227,LAO,Small and Mini Hydroelectric Development Project,PPTA,E,C,Energy,Bilateral,Single Donor,"1,000.00",Second Finnish Technical Assistance Grant Fund,09-Jan-2009,14-Jan-2009
1125,2009,7228,KGZ,Issyk-Kul Sustainable Development Project,PPTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,700.00,MDTF-WFPF,12-Jan-2009,20-Jan-2009
1126,2009,7240,UZB,Water Supply and Sanitation Services,PPTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,850.00,MDTF-WFPF,12-Jan-2009,20-Feb-2009
1127,2009,7243,REG,Implementation of Asian City Transport - Promoting Sustainable Urban Transport in Asia Project,R-PPTA,E,C,Transport and ICT,Special Fund,ADB,"2,800.00",CCF,05-Jan-2009,19-Feb-2009
1128,2009,7246,REG,Development of Prudential and Supervision Standards for Islamic Financial Markets,RETA,J,PS,Finance,Multilateral,Multidonor,425.00,IFSB,07-Apr-2009,05-Mar-2009
1129,2009,7248,REG,South Asia Strategic Framework for Aid for Trade Road Map,RETA,E,C,Industry and Trade,Bilateral,Single Donor,600.00,ICFF,17-Feb-2009,10-Mar-2009
1130,2009,7249,REG,Strengthening the Capacity of the ASEAN Secretariat in Regional Economic Integration and Policy Dialogue- Phase 2,RETA,E,C,Public Sector Management,Special Fund,ADB,"1,200.00",RCIF,11-Nov-2008,09-Mar-2009
1131,2009,7258,PHI,Agusan River Basin Integrated Water Resources Management Project,PPTA,J,PS,Agriculture and Natural Resources,Global Fund,Multidonor,250.00,GEF,11-Mar-2009,24-Mar-2009
1132,2009,7261,PRC,Strategy for Drought Management,PATA,J,C,Agriculture and Natural Resources,Multi-Donor Trust Fund,Multidonor,230.00,MDTF-WFPF,12-Jan-2009,26-Mar-2009
1133,2009,7262,VIE,Capacity Building of Renewable Energy Development,ADTA,J,C,Energy,Special Fund,ADB,"1,600.00",CCF,,30-Mar-2009
1134,2009,7267,SRI,Demand-Side Management for Municipal Street Lighting,ADTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,800.00,CEF-CEFPF,02-Oct-2009,14-Apr-2009
1135,2009,7268,REG,Regional Public Goods for Health: Combating Dengue in ASEAN,RETA,E,C,Health and Social Protection,Special Fund,ADB,"1,000.00",RCIF,31-Mar-2008,07-Apr-2009
1136,2009,7272,REG,Enhancing Gender Equality Results in South Asia Developing Member Countries,RETA,E,C,Public Sector Management,Bilateral,Single Donor,120.00,2nd Danish Cooperation Fund for Technical Assistance,06-Apr-2009,28-Apr-2009
1137,2009,7275,REG,Implementing the Greater Mekong Subregion Human Resource Development Strategic Framework and Action Plan,RETA,J,C,Multisector,Bilateral,Single Donor,500.00,PRC-PR Fund,17-Dec-2008,29-Apr-2009
1138,2009,7275,REG,Implementing the Greater Mekong Subregion Human Resource Development Strategic Framework and Action Plan,RETA,J,C,Multisector,Special Fund,ADB,750.00,RCIF,11-Nov-2008,29-Apr-2009
1139,2009,7277,REG,Governance and Capacity Development Initiative (Phase 2),RETA,J,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,22-Feb-2008,28-Apr-2009
1140,2009,7278,REG,Carbon Dioxide Capture and Storage Demonstration in Developing Countries - Analysis of Key Policy Issues and Barriers,RETA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,350.00,CCSF,22-Oct-2009,07-May-2009
1141,2009,7282,REG,Creation of the Pacific Information Superhighway with the University of the South Pacific Network,R-PPTA,E,PS,Education,Bilateral,Single Donor,"1,000.00",IND,09-May-2009,12-May-2009
1142,2009,7284,REG,Institutions for Regionalism: Enhancing Economic Cooperation and Integration in Asia and the Pacific ,RETA,E,C,Public Sector Management,Special Fund,ADB,"1,500.00",RCIF,30-Mar-2009,22-May-2009
1143,2009,7286,PRC,Carbon Dioxide Capture and Storage Demonstration - Strategic Analysis and Capacity Strengthening,CDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,"1,000.00",CCSF,22-Oct-2009,22-May-2009
1144,2009,7290,REG,Achieving Urban Water Security for South Asia,R-CDTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,850.00,ICFF,09-Oct-2008,01-Jun-2009
1145,2009,7294,PRC,Municipal Waste to Energy Project,CDTA,E,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,653.00,CEF-CEFPF,05-May-2009,04-Jun-2009
1146,2009,7297,MON,Road Database Development Using Geographic Information System,CDTA,E,C,Transport and ICT,Bilateral,Single Donor,500.00,EAKPF,08-Apr-2009,09-Jun-2009
1147,2009,7298,NEP,High Mountain Agribusiness and Livelihood Improvement (HIMALI) Project,PPTA,J,C,Agriculture and Natural Resources,Special Fund,ADB,730.00,CCF,28-May-2009,08-Jun-2009
1148,2009,7301,SAM,"Water Supply, Sanitation and Drainage Project",PPTA,J,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,500.00,AUS-PRIF,09-Apr-2009,23-Jun-2009
1149,2009,7305,CAM,Tonle Sap Technology Demonstrations for Productivity Enhancement,CDTA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,500.00,EAKPF,14-Jul-2008,01-Jul-2009
1150,2009,7305,CAM,Tonle Sap Technology Demonstrations for Productivity Enhancement,CDTA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,"2,700.00",Second Finnish Technical Assistance Grant Fund,23-Dec-2008,01-Jul-2009
1151,2009,7306,PRC,Policy Study on Government Public Expenditure in Agricultural Production,PATA,J,C,Agriculture and Natural Resources,Special Fund,ADB,500.00,CCF,20-May-2009,06-Jul-2009
1152,2009,7307,REG,"Regional Cooperation on Knowledge Management, Policy, and Institutional Support to the Coral Triangle Initiative",R-RDTA,J,C,Agriculture and Natural Resources,Special Fund,ADB,500.00,RCIF,11-Nov-2008,08-Jul-2009
1153,2009,7307,REG,"Regional Cooperation on Knowledge Management, Policy, and Institutional Support to the Coral Triangle Initiative",R-RDTA,J,PS,Agriculture and Natural Resources,Global Fund,Multidonor,"1,200.00",GEF,11-Jul-2009,08-Jul-2009
1154,2009,7315,REG,Sustainable Fuel Partnership Study: Exploring an Innovative Market Scheme to Advance Sustainable Transport and Fuel Security,R-RDTA,J,PS,Multisector,Bilateral,Single Donor,300.00,AUT,03-Aug-2009,21-Jul-2009
1155,2009,7320,SRI,Supporting Capacity Development for Wastewater Management Services in Colombo,CDTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,150.00,MDTF-WFPF,17-Jun-2009,28-Jul-2009
1156,2009,7321,PAK,Punjab Cities Improvement Investment Program,PPTA,J,C,Water and Other Municipal Infrastructure and Services,Multi-Donor Trust Fund,Multidonor,400.00,MDTF-WFPF,13-May-2009,29-Jul-2009
1157,2009,7326,SRI,Strengthening Capacity for Climate Change Adaptation,CDTA,E,C,Multisector,Special Fund,ADB,700.00,CCF,28-May-2009,05-Aug-2009
1158,2009,7329,REG,Promoting Access to Renewable Energy in the Pacific,R-CDTA,E,C,Energy,Multi-Donor Trust Fund,Multidonor,"3,000.00",CEF-CEFPF,08-Dec-2008,11-Aug-2009
1159,2009,7334,IND,India Municipal Finance Study,PATA,E,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,03-Aug-2009,24-Aug-2009
1160,2009,7335,SOL,Transport Sector Development Project,PPTA,J,C,Transport and ICT,Bilateral,Single Donor,250.00,AUS-PRIF,05-Jun-2009,21-Aug-2009
1161,2009,7337,REG,Deposit Insurance Establishment,R-PATA,E,C,Finance,Bilateral,Single Donor,500.00,PRC-PR Fund,17-Dec-2008,27-Aug-2009
1162,2009,7338,INO,Strengthening Indonesia's Economic Early Warning System,CDTA,E,C,Public Sector Management,Bilateral,Single Donor,500.00,EAKPF,29-May-2009,21-Aug-2009
1163,2009,7345,VAN,Port Vila Urban Development Project,PPTA,J,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,750.00,AUS-PRIF,05-Jun-2009,10-Sep-2009
1164,2009,7348,REG,Capacity Development in Results-Based Monitoring and Evaluation for Countries under the Asian Development Bank's Central Asia Regional Economic Cooperation Program,R-CDTA,E,C,Multisector,Bilateral,Single Donor,500.00,PRC-PR Fund,17-Dec-2008,17-Sep-2009
1165,2009,7351,REG,Improving Public Services through Information and Communication Technology,RETA,E,C,Transport and ICT,Bilateral,Single Donor,500.00,EAKPF,29-May-2009,22-Sep-2009
