Partner,Year,Approval Numbers CoFin,Proj No,Country Mnemonic,Loan/Grant Title,Department,Division,Approval,OCR,ADF Loan,ADF Grant,SF,Total,Grants,Loans,Commercial,Total CF
Japan,2011,2785/0259/8274,41509-013,PNG,Rural Primary Health Services Delivery,PARD,PAUS,09/30/2011,,,,,0,1.2,,,1.2
Japan,2011,9153,42149-012,BAN,Institutional Support for Migrant Workers' Remittance,SARD,SAPF,01/18/2011,,,,,0,2,,,2
Japan,2011,9154,44082-012,SRI,Improving Community-Based Rural Water Supply and Sanitation in Post-Conflict Areas of Jaffna and Kilinochchi,SARD,SAUD,02/04/2011,,,,,0,2,,,2
Japan,2011,9155,44134-012,BHU,Advancing Economic Opportunities of Women and Girls,SARD,SAOD,02/04/2011,,,,,0,1.95,,,1.95
Japan,2011,9156,44363-012,CAM, Improving Market Access for the Poor in Central Cambodia,SERD,SEHS,02/16/2011,,,,,0,1.9,,,1.9
Japan,2011,9157,43103-012,NEP,Reducing Child Malnutrition through Social Protection,SARD,NRM,02/28/2011,,,,,0,2,,,2
Japan,2011,9158,44135-012,REG," Improving Gender-Inclusive Access to Clean and Renewable Energy in Bhutan, Nepal and Sri Lanka",SARD,SLRM,03/18/2011,,,,,0,3,,,3
Japan,2011,9159,42321-012,NEP,Support for Targeted and Sustainable Development Programs for Highly Marginalized Groups,SARD,NRM,03/30/2011,,,,,0,2.7,,,2.7
Japan,2011,9160,44129-012,REG,Developing Sustainable Alternative Livelihoods in Coastal Fishing Communities in the Coral Triangle,SERD,SEER,11/02/2011,,,,,0,2,,,2
Japan,2012,2857/2858,45094-001,TIM,Road Network Upgrading,PARD,PATE,03/30/2012,,,,,0,,68.7,,68.7
Japan,2012,2872,43396-013,PHI,Increasing Competitiveness for Inclusive Growth Program - Subprogram 1,SERD,SEPF,06/26/2012,,,,,0,,100,,100
Japan,2012,9161,45127-001,PHI,Enhancing Access to Quality Early Childhood Education Services for Children in Poor Communities,SERD,SEHS,02/20/2012,,,,,0,1.5,,,1.5
Japan,2012,9162,45320-001,PHI,Promoting Partnerships and Innovation in Poor and Underserved Communities,SERD,SEHS,04/09/2012,,,,,0,1.5,,,1.5
Japan,2012,9163/0288,41504-024,PNG,Improved Energy Access for Rural Communities,PARD,PATE,04/19/2012,,,,,0,2.5,,,2.5
Japan,2012,9164,45145-001,MON,Establishment of Climate-Resilient Rural Livelihoods,EARD,EAER,06/08/2012,,,,,0,2.5,,,2.5
Japan,2012,9165,36222-013,AFG,Community-Based Irrigation Rehabilitation and Development,CWRD,CWER,07/06/2012,,,,,0,10,,,10
Japan,2012,9166,45520-001,SAM,Community Sanitation,PARD,PAUS,07/31/2012,,,,,0,2,,,2
Japan,2012,9167,45259-001,AFG,Enhanced Agricultural Value Chains for Sustainable Livelihoods,CWRD,CWER,09/19/2012,,,,,0,18.5,,,18.5
Japan,2012,9168,43069-012,IND,Livelihood Improvement for River Erosion Victims in Assam,SARD,SAER,10/05/2012,,,,,0,2.5,,,2.5
Japan,2012,9169,44359-012,PHI,Agribusiness Development Assistance for Smallholders in Mindanao,SERD,SEER,12/11/2012,,,,,0,2,,,2
Japan,2013,0365,46265-001,VIE,Energy Efficiency for Ho Chi Minh City Water Supply,SERD,SEUW,10/17/2013,,,,,0,2,,,2
Japan,2013,2730,41414-043,VIE,Greater Mekong Subregion Ben Luc-Long Thanh Expressway - Tranche 1,SERD,SETC,08/19/2013,,,,,0,,181.45,,181.45
Japan,2013,2990/2991,43281-013,NEP,Tanahu Hydropower,SARD,SAEN,02/21/2013,,,,,0,,184,,184
Japan,2013,3025/3026,44458-013,UZB,Amu Bukhara Irrigation System Rehabilitation,CWRD,CWER,09/25/2013,,,,,0,,100,,100
Japan,2013,3045/3046,42180-013,BAN,Second Public-Private Infrastructure Development Facility,SARD,SAPF,10/17/2013,,,,,0,,96,,96
Japan,2013,3068,46093-004,INO,"Inclusive Growth through Improved Connectivity Program, Subprogram 2",SERD,IRM,11/27/2013,,,,,0,,200,,200
Japan,2013,9170,46010-001,KGZ,Women's Entrepreneurship Development,CWRD,KYRM,01/14/2013,,,,,0,1.5,,,1.5
Japan,2013,9171,46077-001,TAJ,Improved Maternal and Child Health through Connectivity,CWRD,TJRM,03/07/2013,,,,,0,2.5,,,2.5
Japan,2013,9172,46284-001,BAN,Pilot Project on Weather Index-Based Crop Insurance,SARD,SAER,03/27/2013,,,,,0,2,,,2
Japan,2013,9173,46074-001,REG,Greater Mekong Subregion: Livelihood Support for Corridor Towns,SERD,SEUW,05/21/2013,,,,,0,2.5,,,2.5
Japan,2013,9174,47311-001,MYA,Enhancing Rural Livelihoods and Incomes,SERD,SEER,12/11/2013,,,,,0,12,,,12
Japan,2013,9175,47338-001,PHI,Emergency Assistance and Early Recovery for Poor Municipalities Affected by Typhoon Yolanda ,SERD,PHCO,12/13/2013,,,,,0,20,,,20
Japan,2013,9176,46490-001,MYA,Greater Mekong Subregion (GMS) Capacity Building for HIV/AIDs Prevention,SERD,SEHS,12/11/2013,,,,,0,10,,,10
Japan,2014,3117/0383,39399-034,NEP,South Asia Tourism Infrastructure Development ﾖ Additional Financing,SARD,NRM,03/28/2014,,,,,0,3,,,3
Japan,2014,9177,47187-001,MYA,Pro-Poor Community Infrastructure and Basic Services,SERD,SEUW,02/27/2014,,,,,0,4,,,4
Japan,2015,3186,46268-002,IND,Clean Energy Finance Investment ProgramﾗTranche 1 ,SARD,SAPF,01/16/2015,,,,,0,,280,,280
Japan,2015,9180,49202-001,NEP,Disaster Risk Reduction and Livelihood Restoration for Earthquake-Affected Communities,SARD,NRM,10/07/2015,,,,,0,15,,,15
"Japan,JFJCM",2015,0409/0410/0429,46122-003,MLD,Preparing Outer Islands for Sustainable Energy DevelopmentﾗAdditional Financing,SARD,SAEN,03/19/2015,,,,,0,5,,,5
"Japan,JFPR",2014,9178,46009-002,CAM,Community-Based Disaster Risk Reduction,SERD,CARM,10/03/2014,,,,,0,2.5,,,2.5
"Japan,JFPR",2014,9179,46270-002,THA,Community-Based Flood Risk Management and Disaster Response in the Chao Phraya Basin,SERD,SEUW,10/22/2014,,,,,0,2,,,2
"Japan,JFPR",2015,9181,49320-001,VAN,Cycone Pam School Reconstruction,PARD,PLCO,11/16/2015,,,,,0,5,,,5
"Japan,JFPR",2015,9182,49168-001,MON,Improving School Dormitory Environment for Primary Students in Western Region,EARD,EASS,11/26/2015,,,,,0,3,,,3
"Japan,JFPR",2015,9183,48216-001,MON,Integrated Livelihoods Improvement and Sustainable Tourism in Khuvsgul Lake National Park,EARD,EAER,12/07/2015,,,,,0,3,,,3
"Japan,JFPR",2015,9184,48322-001,MYA,Economic Empowerment of the Poor and Women in the East-West Economic Corridor Project,SERD,SEOD,12/15/2015,,,,,0,3,,,3
"Japan,JICA",2014,3126,47015-001,PAK,Sustainable Energy Sector Reform Program ﾖ Subprogram 1 (additional),CWRD,CWEN,06/04/2014,,,,,0,,49,,49
"Japan,JICA",2014,3227/3228,47293-001,VIE,Improving Competitiveness Program,SERD,VRM,11/28/2014,,,,,0,,150,,150
"Japan,JICA",2016,3321/3322,47015-002,PAK,Sustainable Energy Sector Reform Program - Subprogram 2 ,CWRD,CWEN,02/02/2016,,,,,0,,41.32,,41.32
JFJCM,,,,,,,,,0,0,0,0,0,5,0,0,5
"Japan,JFJCM",2015,0409/0410/0429,46122-003,MLD,Preparing Outer Islands for Sustainable Energy DevelopmentﾗAdditional Financing,SARD,SAEN,03/19/2015,,,,,0,5,,,5
JFPR,,,,,,,,,0,0,0,0,0,18.5,0,0,18.5
"Japan,JFPR",2014,9178,46009-002,CAM,Community-Based Disaster Risk Reduction,SERD,CARM,10/03/2014,,,,,0,2.5,,,2.5
"Japan,JFPR",2014,9179,46270-002,THA,Community-Based Flood Risk Management and Disaster Response in the Chao Phraya Basin,SERD,SEUW,10/22/2014,,,,,0,2,,,2
"Japan,JFPR",2015,9181,49320-001,VAN,Cycone Pam School Reconstruction,PARD,PLCO,11/16/2015,,,,,0,5,,,5
"Japan,JFPR",2015,9182,49168-001,MON,Improving School Dormitory Environment for Primary Students in Western Region,EARD,EASS,11/26/2015,,,,,0,3,,,3
"Japan,JFPR",2015,9183,48216-001,MON,Integrated Livelihoods Improvement and Sustainable Tourism in Khuvsgul Lake National Park,EARD,EAER,12/07/2015,,,,,0,3,,,3
"Japan,JFPR",2015,9184,48322-001,MYA,Economic Empowerment of the Poor and Women in the East-West Economic Corridor Project,SERD,SEOD,12/15/2015,,,,,0,3,,,3
JICA,,,,,,,,,0,0,0,0,0,0,240.32,0,240.32
"Japan,JICA",2014,3126,47015-001,PAK,Sustainable Energy Sector Reform Program ﾖ Subprogram 1 (additional),CWRD,CWEN,06/04/2014,,,,,0,,49,,49
"Japan,JICA",2014,3227/3228,47293-001,VIE,Improving Competitiveness Program,SERD,VRM,11/28/2014,,,,,0,,150,,150
"Japan,JICA",2016,3321/3322,47015-002,PAK,Sustainable Energy Sector Reform Program - Subprogram 2 ,CWRD,CWEN,02/02/2016,,,,,0,,41.32,,41.32
KfW,,,,,,,,,0,0,0,0,0,0,919.65,0,919.65
"Germany,KfW",2015,3083/8276,42362-013,INO,Java-Bali 500-Kilovolt Power Transmission CrossingﾗAdditional Cofinancing,SERD,SEEN,10/28/2015,,,,,0,,57,,57
"Germany,KfW",2015,3356,49232-001,PRC,Beijing-Tianjin-Hebei Air Quality Improvement-Hebei Policy Reforms Program,EARD,EASS,12/10/2015,,,,,0,,166.65,,166.65
"Germany,KfW",2015,3365,44426-016,IND,Green Energy Corridor and Grid Strengthening Project,SARD,SAEN,12/09/2015,,,,,0,,625,,625
"Germany,KfW",2015,3374,42039-036,VIE,Power Transmission Investment Program-Tranche 3,SERD,SEEN,12/18/2015,,,,,0,,71,,71
Korea,,,,,,,,,0,0,0,0,0,4,1682.01,0,1686.01
Korea,1993,1288,27231,PHI,Power Transmission,SERD,SEID,12/14/1993,,,,,0,,10.7,,10.7
Korea,2004,2087,35377-01,MON,Regional Road Development,EARD,EATC,07/22/2004,,,,,0,,23.88,,23.88
Korea,2006,2307/0070,35376,MON,Customs Modernization,EARD,EARG,12/20/2006,,,,,0,0.5,,,0.5
Korea,2007,0082/8241,,LAO,Northern GMS Transport Network Improvement,SERD,,09/27/2007,,,,,0,,22.4,,22.4
Korea,2007,2372/0095/2988/0337,36353-013,VIE,Greater Mekong Subregion: Southern Coastal Corridor (Cambodia and Viet Nam),SERD,,11/28/2007,,,,,0,,50,,50
Korea,2008,2419/7276,,IND,Mundra Ultra Mega Power,PSOD,PSIF1,04/17/2008,,,,,0,,500,,500
Korea,2009,2511/0147,41013,VIE,Thanh Hoa City Comprehensive Socioeconomic Development,SERD,SEID,03/05/2009,,,,,0,,32.7,,32.7
Korea,2009,2539,42358,CAM,Greater Mekong Subregion: Cambodia Northwest Provincial Road Improvement,SERD,SETU,08/24/2009,,,,,0,,25.58,,25.58
Korea,2010,0195,,LAO,Greater Mekong Subregion Northern Power Transmission,SERD,SEEW,01/26/2010,,,,,0,,37.88,,37.88
Korea,2010,2372/0095/2988/0337,36353-013,VIE,Greater Mekong Subregion: Southern Coastal Corridor (Cambodia and Viet Nam) (Supplementary),SERD,,12/21/2010,,,,,0,,70,,70
Korea,2010,2670,42334,CAM,Rural Roads Improvement,SERD,SETU,09/23/2010,,,,,0,,19.35,,19.35
Korea,2011,2610,39595-033,VIE,Mong Duong 1 Thermal Power ﾖ Tranche 2,SERD,SEEN,12/05/2011,,,,,0,,510,,510
Korea,2011,2826,41462-013,VIE,"Comprehensive Socioeconomic Urban Development in Viet Tri, Hung Yen, and Dong Dang",SERD,,12/08/2011,,,,,0,,13.52,,13.52
Korea,2013,3013/0353,40255-033,VIE,Central Mekong Delta Region Connectivity ,SERD,SETC,08/05/2013,,,,,0,,260,,260
Korea,2013,3047,44213-016,BAN,Secondary Education Sector Investment Program - Tranche 1 (Supplementary),SARD,SAHS,12/16/2013,,,,,0,3.5,,,3.5
Korea,2014,3119/3120,42251-018,SRI,Skills Sector Enhancement Program,SARD,SAHS,03/28/2014,,,,,0,,26,,26
Korea,2014,3151/401/402/466/467/8299/8300,42334-014,CAM,Rural Roads Improvement II,SERD,SETC,08/08/2014,,,,,0,,41,,41
Korea,2015,3047,44213-016,BAN,Secondary Education Sector Investment ProgramﾗTranche 1 (Supplementary),SARD,SAHS,07/20/2015,,,,,0,,39,,39
Kuwait,,,,,,,,,0,0,0,0,0,15,132.43,0,147.43
Kuwait,1975,0231,,SRI,Urea Fertilizer,SARD,,09/18/1975,,,,,0,,25,,25
Kuwait,1978,0372,,MAL,Trengganu Hydropower,SERD,SEID,12/05/1978,,,,,0,,14.7,,14.7
Kuwait,1979,0403,,SRI,Urea Fertilizer (Supplementary),SARD,AWFN,06/21/1979,,,,,0,,2.09,,2.09
Kuwait,1982,0587,,BAN,Ashuganj Thermal Power Generation,SARD,,10/21/1982,,,,,0,,35,,35
Kuwait,1982,0597,,PHI,Third Road Improvement,SERD,,11/11/1982,,,,,0,,11.5,,11.5
Kuwait,1996,1473,,PHI,Sixth Road,SERD,,09/30/1996,,,,,0,,27.14,,27.14
Kuwait,2003,9024/0076,,AFG,Road Employment Project for Settlement and Integration of Returning Refugees and Displaced Persons (Supplementary),CWRD,,05/26/2003,,,,,0,15,,,15
Kuwait,2015,3124/8288,33209-014,NEP,Community-Managed Irrigated Agriculture SectorﾗAdditional Financing,SARD,SAER,05/05/2015,,,,,0,,17,,17
Malaysia,,,,,,,,,0,0,0,0,0,2.8,0,0,2.8
Malaysia,2006,2288/2602/0187,37269-023,CAM,Greater Mekong Subregion: Rehabilitation of the Railway in Cambodia,SERD,SEID,12/13/2006,,,,,0,2.8,,,2.8
MDTF-WFPF,,,,,,,,,0,0,0,0,0,4.56,0,0,4.56
MDTF-WFPF,2008,2466/0131,40007,UZB,Surkhandarya Water Supply and Sanitation,CWRD,,11/03/2008,,,,,0,1.5,,,1.5
MDTF-WFPF,2009,2511/0147,41013,VIE,Thanh Hoa City Comprehensive Socioeconomic Development,SERD,SEID,03/05/2009,,,,,0,1.2,,,1.2
MDTF-WFPF,2009,2550/0159,42382-013,PRC,Liaoning Small Cities and Towns Development Demonstration Sector,EARD,,09/18/2009,,,,,0,0.25,,,0.25
MDTF-WFPF,2009,2574/0171,40641,PRC,Hebei Small Cities and Towns Development Sector,EARD,,11/06/2009,,,,,0,0.25,,,0.25
MDTF-WFPF,2009,2606,42383-023,PRC,Shanxi Small Cities and Towns Development Demonstration Sector,EARD,,12/18/2009,,,,,0,0.25,,,0.25
MDTF-WFPF,2009,2607/0188/0189,38662,PRC,Shanxi Integrated Agricultural Development,EARD,,12/16/2009,,,,,0,0.5,,,0.5
MDTF-WFPF,2014,2795/0263/0387,43072-013,KIR,South Tarawa Sanitation Improvement Sector ﾖ Additional Financing,PARD,PAUS,05/14/2014,,,,,0,0.61,,,0.61
NDF,,,,,,,,,0,0,0,0,0,18.21,193.13,0,211.34
NDF,1992,1185,,PAK,Provincial Highways,CWRD,,11/05/1992,,,,,0,,5.4,,5.4
NDF,1993,1266,26366,LAO,Airports Improvement,SERD,SEID,11/18/1993,,,,,0,,6.8,,6.8
NDF,1994,1300/2194(L),,MON,Telecommunications,EARD,EATC,06/16/1994,,,,,0,,6.74,,6.74
NDF,1994,1329,,LAO,Theun-Hinboun Hydropower,SERD,,11/08/1994,,,,,0,,7.25,,7.25
NDF,1994,1334,,MON,Power Rehabilitation,EARD,,11/24/1994,,,,,0,,5.45,,5.45
NDF,1996,1430,,NEP,Himal Power,PSOD,PSOD,01/23/1996,,,,,0,,3,,3
NDF,1996,1443,,KGZ,Power & District Heating Rehab.,CWRD,,11/01/1996,,,,,0,,5.2,,5.2
NDF,1996,1478,,BAN,Jamuna Bridge Access Roads,SARD,SAID,08/13/1996,,,,,0,,2.14,,2.14
NDF,1997,1532,,MLD,Third Power Systems Development,SARD,SAEN,09/01/1997,,,,,0,,5.1,,5.1
NDF,1997,1538,,BAN,Urban Primary Health Care,SARD,SASS,09/16/1997,,,,,0,,1.64,,1.64
NDF,1997,1558,,LAO,Power Transmission and Distribution,SERD,,09/30/1997,,,,,0,,6.86,,6.86
NDF,1998,1655,,VIE,Vocational and Technical Education,SERD,,12/11/1998,,,,,0,,6.35,,6.35
NDF,1999,1707,,SRI,Skills Development,SARD,SASS,10/28/1999,,,,,0,,6.71,,6.71
NDF,1999,1708,,BAN,Southwest Road Network Development,SARD,,09/08/1999,,,,,0,,3.89,,3.89
NDF,1999,1711,26522-01,SRI,Southern Transport Dev,SARD,SAID,09/08/1999,,,,,0,,6.7,,6.7
NDF,2000,1750,,PHI,Technical Education and Skills Development,SERD,,08/24/2000,,,,,0,,8,,8
NDF,2000,1756,,SRI,Secondary Education Modernization,SARD,SASS,09/28/2000,,,,,0,,6.45,,6.45
NDF,2000,1820/8235,31624,NEP,Melamchi Water Supply,SARD,SASS,12/21/2000,,,,,0,,10.5,,10.5
NDF,2001,1836,,MON,Social Security Sector Development Program (Investment Loan),EARD,EAGF,08/28/2001,,,,,0,,4,,4
NDF,2001,1843,,PHI,Mindanao Basic Urban Services Sector,SERD,SESS,09/27/2001,,,,,0,,6,,6
NDF,2001,1884-1885,,BAN,West Zone Power System Development,SARD,,12/17/2001,,,,,0,,10,,10
NDF,2002,1908,,MON,Second Education Development,EARD,EASS,08/06/2002,,,,,0,,4.8,,4.8
NDF,2002,1942-1943,,BAN,Dhaka Clean Fuel,SARD,SAID,11/26/2002,,,,,0,,9.3,,9.3
NDF,2003,2005,31341,LAO,Northern Area Rural Power Distribution,SERD,SEID,09/18/2003,,,,,0,,13.04,,13.04
NDF,2003,2039,36205-02,BAN,Power Sector Development Program (Project Loan),SARD,SAEN,12/10/2003,,,,,0,,9.6,,9.6
NDF,2003,2052,34390,CAM,Greater Mekong Subregion Transmission,SERD,SEID,12/15/2003,,,,,0,,11,,11
NDF,2004,2085/8217,30271,LAO,Roads for Rural Development,SERD,SEID,06/28/2004,,,,,0,,7.3,,7.3
NDF,2005,2195,34356,VIE,Central Region Transport Networks Improvement Sector,SERD,SEID,11/11/2005,,,,,0,,13.92,,13.92
NDF,2010,2670,42334,CAM,Rural Roads Improvement,SERD,SETU,09/23/2010,,,,,0,5.4,,,5.4
NDF,2011,2789,41433-013,VIE,Transport Connections in Northern Mountainous Provinces,SERD,SETC,09/30/2011,,,,,0,2.78,,,2.78
NDF,2013,0357/0358,44214-024,NEP,Building Climate Resilience of Watersheds in Mountain Eco-Regions,SARD,SAER,09/23/2013,,,,,0,4.63,,,4.63
NDF,2014,3151/401/402/466/467/8299/8300,42334-014,CAM,Rural Roads Improvement II,SERD,SETC,08/08/2014,,,,,0,5.4,,,5.4
Neighbourhood Investment Facility,,,,,,,,,0,0,0,0,0,7.9,0,0,7.9
Neighbourhood Investment Facility,2013,2993,42145-043,ARM,North-South Road Corridor Investment ProgramﾗTranche 3,CWRD,CWTC,09/27/2013,,,,,0,7.9,,,7.9
Netherlands,,,,,,,,,0,0,0,0,0,381.93,77.61,0,459.54
Netherlands,1984,0712,,SRI,Plantation Sector,SARD,SAAE,11/01/1984,,,,,0,,8.3,,8.3
Netherlands,1984,0714,,BAN,Second Natural Gas Development,SARD,,12/06/1984,,,,,0,,7.8,,7.8
Netherlands,1985,0768,,INO,Second Bandung Urban Development,SERD,,12/12/1985,,,,,0,,6.01,,6.01
Netherlands,1987,0860-0861,,INO,Third Irrigation Sector,SERD,,11/17/1987,,,,,0,,7.5,,7.5
Netherlands,1992,1137/1633(L)/1842(L),24250,PHI,Second NGO Microcredit (Supplementary),SERD,,05/29/1992,,,,,0,1.8,,,1.8
Netherlands,1994,1301,,PAK,Social Action Program (Sector),CWRD,,06/23/1994,,,,,0,,13,,13
Netherlands,1994,2193(L),,IND,Energy Efficiency Support,SARD,SARD,10/27/1994,,,,,0,3,,,3
Netherlands,1996,1381/2564,,BAN,Beneficiary Participation and Project Management,SARD,AWAR,05/02/1996,,,,,0,6.8,,,6.8
Netherlands,1996,1403/2563(L),23319,PAK,Forestry Sector,CWRD,,04/30/1996,,,,,0,14.15,,,14.15
Netherlands,1996,1493,,PAK,Social Action Program (Sector) Project II,CWRD,,11/28/1996,,,,,0,,35,,35
Netherlands,1997,1515/2852(L),29204,VIE,Forestry Sector,SERD,SEAE,08/20/1997,,,,,0,7,,,7
Netherlands,1999,1643/3158(L)/3300(L),30032,BAN,Sundarbans Biodiversity Conservation (Supplementary),SARD,SAAE,11/10/1999,,,,,0,3.5,,,3.5
Netherlands,2000,1716/3477(L),31287,SRI,Coastal Resource Management,SARD,SAOC,08/04/2000,,,,,0,12.76,,,12.76
Netherlands,2001,1381/2564,,BAN,Beneficiary Participation and Project Management (Supplementary),SARD,AWAR,02/14/2001,,,,,0,0.2,,,0.2
Netherlands,2001,1767/3519(L)/3778(L),31381,SRI,Protected Area Management and Wildlife Conservations,SARD,,09/13/2001,,,,,0,4,,,4
Netherlands,2001,1831/3683(L),30209,BAN,Small Scale Water Resources Development Sector II,SARD,SAAE,07/12/2001,,,,,0,24.3,,,24.3
Netherlands,2001,1846/3742(L),34442,SRI,North East Community Restoration and Development,SARD,SAOC,10/16/2001,,,,,0,0.5,,,0.5
Netherlands,2002,1855/3892(L),30292,VIE,Second Red River Basin Sector,SERD,SEAE,06/27/2002,,,,,0,10.6,,,10.6
Netherlands,2002,1953/4007(L)/4008(L),35274,CAM,Commune Council Development,SERD,SEGF,12/03/2002,,,,,0,2.4,,,2.4
Netherlands,2002,1964/4022(L),35261,INO,Sustainable Capacity Building for Decentralization,SERD,IRM,12/10/2002,,,,,0,8.54,,,8.54
Netherlands,2002,1974/4032(L),31328,IND,Modernizing Government and Fiscal Reform in Kerala,SARD,SAGF,12/16/2002,,,,,0,50,,,50
Netherlands,2003,2015/4209(L),30216,BAN,Second Primary Education Development Program (Sector Loan),SARD,SASS,11/03/2003,,,,,0,50,,,50
Netherlands,2003,2027,33249,SRI,North East Coastal Community Development,SARD,SAAE,11/28/2003,,,,,0,1.5,,,1.5
Netherlands,2003,2064/2065/4299(L),32359,INO,Participatory Irrigation Sector,SERD,SEAE,12/18/2003,,,,,0,15,,,15
Netherlands,2004,2109/4560(L),37135,PAK,Supporting Public Resource Management Reforms in Balochistan,CWRD,SAGF,11/26/2004,,,,,0,1.92,,,1.92
Netherlands,2004,2123,,VIE,Support to Implementation of Poverty Reduction Program,SERD,VRM,12/09/2004,,,,,0,5,,,5
Netherlands,2004,2126/2127/0024,35144,INO,State Audit Reform Sector Development Program,SERD,IRM,12/13/2004,,,,,0,5,,,5
Netherlands,2005,0002,,INO,Earthquake and Tsunami Emergency Support,SERD,SEAE,04/07/2005,,,,,0,3.5,,,3.5
Netherlands,2005,2156/0038/0039,38625,BAN,Emergency Flood Damage Rehabilitation,SARD,BRM,01/20/2005,,,,,0,13,,,13
Netherlands,2005,2163/2164/0003,34152,INO,Community Water Services and Health,SERD,SESS,04/07/2005,,,,,0,5,,,5
Netherlands,2005,2194,,VIE,Support to Implementation on Poverty Reduction Program II,SERD,VRM,11/03/2005,,,,,0,9.8,,,9.8
Netherlands,2005,2200/0036/3302/0441,34418-023,BAN,Southwest Area Integrated Water Resources Planning and Management,SARD,SAAE,11/23/2005,,,,,0,12.5,,,12.5
Netherlands,2006,1863/0047,31137,INO,Decentralized Basic Education,SERD,,03/14/2006,,,,,0,28,,,28
Netherlands,2006,2167/0006/0011/0045/8221,39144,SRI,Tsunami-Affected Areas Rebuilding Project (Supplementary),SARD,,06/26/2006,,,,,0,8.74,,,8.74
Netherlands,2006,2264/0064,40009,INO,Infrastructure Reform Sector Development Program (Project Loan),SERD,IRM,11/21/2006,,,,,0,7.56,,,7.56
Netherlands,2007,2352,,VIE,Support the Implementation of Poverty Reduction Program IV,SERD,VRM,10/02/2007,,,,,0,16,,,16
Netherlands,2008,2477/0129-0130,37381,SRI,Dry Zone Urban Water and Sanitation,SARD,SAUD,11/28/2008,,,,,0,2,,,2
Netherlands,2009,2409/0110/0146/8233/8239,41657,BAN,Emergency Disaster Damage Rehabilitation (Sector) (Supplementary),SARD,BRM,02/03/2009,,,,,0,24,,,24
Netherlands,2009,2511/0147,41013,VIE,Thanh Hoa City Comprehensive Socioeconomic Development,SERD,SEID,03/05/2009,,,,,0,0.8,,,0.8
Netherlands,2010,0228,,BHU,Rural Renewable Energy Development,SARD,,10/29/2010,,,,,0,0.27,,,0.27
Netherlands,2010,0233,,NEP,Raising Incomes of Small and Medium Farmers,SARD,,11/24/2010,,,,,0,0.49,,,0.49
Netherlands,2014,3138/0396,44167-014,BAN,Flood and Riverbank Erosion Risk Management Investment Program ﾖ Project 1,SARD,SAER,07/03/2014,,,,,0,15.3,,,15.3
"Netherlands,Netherlands",2015,2200/0036/3302/0441,34418-023,BAN,Southwest Area Integrated Water Resources Planning and ManagementﾗAdditional Financing,SARD,SAAE,09/30/2015,,,,,0,7,,,7
New Zealand,,,,,,,,,0,0,0,0,0,97.96,1.98,0,99.93
New Zealand,1976,0289,,SOL,Beef Cattle Development,PARD,,12/21/1976,,,,,0,,0.11,,0.11
New Zealand,1977,0311,,SOL,Fisheries Development,PARD,,10/13/1977,,,,,0,,0.2,,0.2
New Zealand,1977,0328,,SAM,Coconut Oil Mill,PARD,,12/13/1977,,,,,0,,0.39,,0.39
New Zealand,1980,0507,,SAM,Forestry Development,PARD,,12/22/1980,,,,,0,,1.28,,1.28
New Zealand,1999,1718,,VIE,Teacher Training,SERD,SESS,11/01/1999,,,,,0,0.49,,,0.49
New Zealand,2005,2220/0031/0032,34285,SAM,Education Sector II,PARD,PAHQ,12/16/2005,,,,,0,8.6,,,8.6
New Zealand,2006,0042,,PNG,HIV/AIDS Prevention and Control in Rural Development Enclaves,PARD,PAHQ,04/25/2006,,,,,0,3.5,,,3.5
New Zealand,2006,0049/50,39581-012,SOL,Road Improvement (Sector),PARD,PLCO,08/08/2006,,,,,0,9.75,,,9.75
New Zealand,2006,1823/G0043/G0044,34513,SOL,Post-Conflict Emergency Rehabilitation (Supplementary),PARD,PARD,02/08/2006,,,,,0,6.5,,,6.5
New Zealand,2010,0175/0176/0177/0207/0210,43381,SOL,Second Road Improvement (Sector) (Supplementary),PARD,,05/20/2010,,,,,0,0.36,,,0.36
New Zealand,2010,0243,,SOL,Transport Sector Development,PARD,,12/15/2010,,,,,0,30,,,30
New Zealand,2011,2820/3249/0273/0427,42392-013,VAN,Interisland Shipping Support,PARD,,11/30/2011,,,,,0,12.6,,,12.6
New Zealand,2012,0049/50,39581-012,SOL,Road Improvement (Sector) (3rd Supplementary),PARD,PLCO,11/27/2012,,,,,0,0.89,,,0.89
New Zealand,2012,0127/0292/0293,40263-033,SOL,Domestic Maritime Support (Sector) (Supplementary),PARD,PLCO,05/23/2012,,,,,0,2.5,,,2.5
New Zealand,2012,9163/0288,41504-024,PNG,Improved Energy Access for Rural Communities,PARD,PATE,04/19/2012,,,,,0,2.5,,,2.5
New Zealand,2014,0127/0292/0293,40263-033,SOL,Domestic Maritime Support (Sector) (Supplementary),PARD,PLCO,06/17/2014,,,,,0,2.5,,,2.5
New Zealand,2015,0127/0292/0293,40263-033,SOL,Domestic Maritime Support (Sector)ﾖAdditional Cofinancing,PARD,PLCO,04/28/2015,,,,,0,0.29,,,0.29
New Zealand,2015,0442,47318-001,TUV,Strengthened Fiscal Sustainability Program,PARD,SPSO,09/30/2015,,,,,0,0.4,,,0.4
New Zealand,2015,2820/3249/0273/0427,42392-013,VAN,Interisland Shipping SupportﾗAdditional Financing,PARD,PLCO,02/27/2015,,,,,0,4.65,,,4.65
"New Zealand,New Zealand",2014,0389/0390,48192-001,TON,Cyclone Ian Recovery,PARD,PATE,05/16/2014,,,,,0,4.27,,,4.27
