Year,TA No,DMC,Project Name,Type of TA,Type of Cofg,Type of Agreement,Sector,Source Type,Donor Type,Coft Amt,Source,Cofr Approval,ADB Approval
1987,0933,BAN,Implementation of an Action Program to Rehabilitate BSB & BSRS,ADTA,E,PS,Finance,Multilateral,Multidonor,"1,725.00",UNDP,,02-Dec-1987
1987,0934,MYA,Oil and Gas Development,PPTA,J,PS,Energy,Multilateral,Multidonor,350.00,UNDP,,08-Dec-1987
1987,0935,PAK,Fruit and Vegetable Marketing,ADTA,E,PS,Agriculture and Natural Resources,Multilateral,Multidonor,"1,000.00",UNDP,,29-Oct-1987
1987,0938,PRC,Institutional Development of Huaneng Power Generation Corp. (HNPGC),ADTA,E,PS,Energy,Multilateral,Multidonor,350.00,UNDP,,21-Dec-1987
1987,0971,NEP,Computer Training for ADBN Staff,ADTA,E,PS,Agriculture and Natural Resources,Multilateral,Multidonor,250.00,UNDP,,07-Apr-1987
1987,5224,REG,Regional Community Forestry Training Center at Kasetsart University ,RETA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,350.00,SWI,02-Jul-1987,17-Jul-1987
1987,5253,REG,Regional Training Program in Vegetable Production & Research (Phase II),RETA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,500.00,SWI,03-Feb-1987,18-Jun-1987
1988,0657,THA,Provincial Towns Water Supply ,PPTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,40.00,SWI,19-Feb-1988,17-Mar-1988
1988,0812,SRI,Institution Building (Irrigation Dept & Irrigation Management) ,ADTA,E,PS,Agriculture and Natural Resources,Multilateral,Multidonor,85.00,UNDP,,25-Oct-1988
1988,0983,BHU,Master Plan for Forestry Development,ADTA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,390.00,DEN,06-May-1988,09-Jun-1988
1988,0993,PHI,Master Plan for Forestry Development,ADTA,E,PS,Agriculture and Natural Resources,Bilateral,Single Donor,922.00,FIN,30-Oct-1987,28-Jun-1988
1988,1021,PRC,Industry Energy Conservation Program,ADTA,E,PS,Industry and Trade,Multilateral,Multidonor,418.00,UNDP,,02-Aug-1988
1988,1030,BHU,Women in Development Profiles in Highland Livestock Dev.,ADTA,E,PS,Agriculture and Natural Resources,Bilateral,Single Donor,30.00,NOR,03-Jun-1988,07-Sep-1988
1988,1053,BAN,Preparation of a Road Master Plan,PPTA,E,PS,Transport and ICT,Multilateral,Multidonor,"2,060.00",UNDP,01-Jan-1990,24-Oct-1988
1988,1057,PHI,Manila Metropolitan Region Environmental Improvement Study,ADTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,551.00,SWI,17-Oct-1988,08-Nov-1988
1988,1071,NEP,Institutional Support to Department of Irrigation,ADTA,E,PS,Agriculture and Natural Resources,Multilateral,Multidonor,"2,000.00",UNDP,,22-Nov-1988
1988,1073,NEP,"Regulation, Registration and Use of Pesticides",ADTA,E,PS,Agriculture and Natural Resources,Multilateral,Multidonor,577.00,UNDP,,24-Nov-1988
1988,1087,PHI,Bicol River Basin Flood Control Irrigation Development,PPTA,J,PS,Agriculture and Natural Resources,Multilateral,Multidonor,"1,853.00",UNDP,,08-Dec-1988
1988,1093,PHI,Institutional Strengthening of NGOs,ADTA,E,C,Finance,Bilateral,Single Donor,490.00,SWI,25-Oct-1988,22-Dec-1988
1988,1097,PHI,Palawan Integrated Area Dev. II,PPTA,J,PS,Agriculture and Natural Resources,Multilateral,Multidonor,205.00,UNDP,,29-Dec-1988
1988,1099,PAK,Rural Development Strategy for Sind Arid Zone,ADTA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,400.00,SWI,14-Apr-1988,29-Dec-1988
1988,1099,PAK,Rural Development Strategy for Sind Arid Zone,ADTA,J,PS,Agriculture and Natural Resources,Multilateral,Multidonor,700.00,UNDP,01-Apr-1990,29-Dec-1988
1988,5247,REG,Regional Study and Workshop for Improving Power Plant Maintenance Management ,RETA,E,PS,Energy,Bilateral,Single Donor,86.00,NOR,10-Jun-1988,14-Mar-1988
1988,5284,REG,Research on the Management of Sloping Lands for Sustainable Agri.(IBSRAM),RETA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,250.00,SWI,16-Feb-1988,14-Apr-1988
1988,5288,REG,Preparation of Women in Dev. (WID) in-House Training Seminar,RETA,E,PS,Public Sector Management,Bilateral,Single Donor,47.00,NOR,22-Apr-1988,12-May-1988
1988,5311,REG,Regional Study on Domestic Shallow Well Water Supplies,RETA,E,PS,Water and Other Municipal Infrastructure and Services,Multilateral,Multidonor,175.00,UNDP,,16-Nov-1988
1989,0993,PHI,Master Plan for Forestry Development ,ADTA,E,PS,Agriculture and Natural Resources,Bilateral,Single Donor,374.00,FIN,21-Nov-1988,05-Dec-1989
1989,1065,SAM,Land Resource Planning,ADTA,J,PS,Agriculture and Natural Resources,Multilateral,Multidonor,200.00,UNDP,,03-Jan-1989
1989,1092,PHI,Microenterprise Sector,ADTA,E,PS,Finance,Bilateral,Single Donor,595.00,NET,20-Feb-1989,03-Jan-1989
1989,1120,NEP,Implementation of the Master Plan for the Forestry Sector,ADTA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,374.00,FIN,30-Oct-1989,06-Feb-1989
1989,1134,LAO,Agricultural Research,ADTA,E,PS,Agriculture and Natural Resources,Multilateral,Multidonor,"1,115.00",UNDP,01-Mar-1989,03-Mar-1989
1989,1142,BAN,Upazila Afforestation and Nursery Development,ADTA,E,PS,Agriculture and Natural Resources,Multilateral,Multidonor,"1,900.00",UNDP,,30-Mar-1989
1989,1147,INO,Agricultural Technology Schools (WID component),PPTA,E,PS,Education,Bilateral,Single Donor,12.00,NOR,07-Oct-1988,19-Apr-1989
1989,1170,PAK,Forestry Sector Master Plan,ADTA,J,PS,Agriculture and Natural Resources,Multilateral,Multidonor,"1,150.00",UNDP,01-Apr-1990,22-Jun-1989
1989,1177,BAN,Second Road Improvement,PPTA,E,C,Transport and ICT,Bilateral,Single Donor,550.00,SWI,21-Dec-1988,11-Jul-1989
1989,1186,NEP,Fertilizer Sector Management Study,ADTA,E,PS,Industry and Trade,Multilateral,Multidonor,491.00,UNDP,,28-Jul-1989
1989,1196,NEP,"Program Budgeting, Proj Moni & Mgt Info Systms, Phase III",ADTA,J,PS,Public Sector Management,Multilateral,Multidonor,"1,900.00",UNDP,,14-Aug-1989
1989,1256,BAN,Horticulture Development,ADTA,E,PS,Agriculture and Natural Resources,Multilateral,Multidonor,"2,765.00",UNDP,,21-Dec-1989
1989,1262,LAO,Second Forestry Development (Institutional Support),ADTA,J,PS,Agriculture and Natural Resources,Multilateral,Multidonor,554.00,UNDP,,28-Dec-1989
1989,5339,REG,Economic Policies for Sustainable Dev: Implementing the Brundtland Commission Recommendations in Selected DMCs,RETA,J,PS,Public Sector Management,Bilateral,Single Donor,100.00,SWE,07-Feb-1989,12-May-1989
1989,5339,REG,Economic Policies for Sustainable Dev: Implementing the Brundtland Commission Recommendations in Selected DMCs,RETA,J,PS,Public Sector Management,Bilateral,Single Donor,140.00,DEN,10-Feb-1989,12-May-1989
1989,5339,REG,Economic Policies for Sustainable Dev: Implementing the Brundtland Commission Recommendations in Selected DMCs,RETA,J,PS,Public Sector Management,Bilateral,Single Donor,200.00,FIN,27-Jan-1989,12-May-1989
1989,5339,REG,Economic Policies for Sustainable Dev: Implementing the Brundtland Commission Recommendations in Selected DMCs,RETA,J,PS,Public Sector Management,Bilateral,Single Donor,300.00,NOR,26-Oct-1988,12-May-1989
1989,5354,REG,Priority Issues and Policy Measures to Alleviate Rural Poverty,RETA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,350.00,NOR,01-Nov-1989,29-Nov-1989
1990,0909,LAO,Xeset Hydropower ,ADTA,E,PS,Energy,Bilateral,Single Donor,"1,000.00",NOR,04-Sep-1990,14-Dec-1990
1990,1099,PAK,Rural Development Strategy for Sind Arid Zone,ADTA,E,PS,Agriculture and Natural Resources,Multilateral,Multidonor,146.00,UNDP,,15-Jun-1990
1990,1289,LAO,Preparation of an Education Project,PPTA,E,C,Education,Bilateral,Single Donor,300.00,FRA,13-Feb-1990,11-Apr-1990
1990,1292,THA,A Volunteer Prog. for Natural Resources & Environmental Conservation,ADTA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,214.00,FRA,30-Mar-1990,23-Apr-1990
1990,1301,LAO,Nam Ngum-Luang Prabang Power Transmission (Part C),ADTA,E,PS,Energy,Bilateral,Single Donor,960.00,SWI,27-Jun-1989,30-Mar-1990
1990,1318,BAN,Dhaka Integrated Flood Protection,PPTA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,350.00,FIN,29-Mar-1990,07-Jun-1990
1990,1325,IND,Vadodara-Bombay Expressway,PPTA,E,C,Transport and ICT,Bilateral,Single Donor,600.00,FRA,08-Dec-1989,15-Jun-1990
1990,1337,SRI,Southern Province Development,PPTA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,10.00,NOR,28-May-1990,13-Jul-1990
1990,1349,PAK,Urban Water Supply and Sanitation,PPTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,635.00,FRA,09-Nov-1989,08-Aug-1990
1990,1355,BAN,Forestry Master Plan,ADTA,J,PS,Agriculture and Natural Resources,Multilateral,Multidonor,854.00,UNDP,,16-Aug-1990
1990,1386,PAK,Teacher Training,PPTA,J,PS,Education,Bilateral,Single Donor,10.00,NOR,27-Nov-1989,11-Oct-1990
1990,1454,BAN,Ganges-Kobadak Irrigation Rehabilitation (Phase II),ADTA,E,PS,Agriculture and Natural Resources,Multilateral,Multidonor,"2,129.00",UNDP,,18-Dec-1990
1990,1470,BAN,Social Preparation & Training of Beneficiaries & Proj. Staff ,ADTA,E,PS,Finance,Bilateral,Single Donor,"1,430.00",NOR,15-Nov-1990,13-Dec-1990
1990,5224,REG,Regional Community Forestry Training Center at Kasetsart University ,RETA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,170.00,SWI,04-Mar-1989,11-May-1990
1990,5367,REG,Southern Thai-Lao Mekong Bridge,RETA,E,C,Transport and ICT,Bilateral,Single Donor,550.00,FRA,24-Jan-1990,27-Feb-1990
1990,5402,REG,Training Program in Vegetable Production & Research (Phase III),RETA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,500.00,SWI,16-Apr-1990,28-Aug-1990
1990,5404,REG,Socio-Economic Indicators to Reflect the Participation of WID,RETA,E,PS,Public Sector Management,Bilateral,Single Donor,80.00,NOR,16-May-1990,04-Sep-1990
1990,5409,REG,Forestry Research Support Prog for the Asia-Pacific Region,RETA,J,PS,Agriculture and Natural Resources,Multilateral,Multidonor,500.00,UNDP,,17-Oct-1990
1991,0797,LAO,Implementation of Second Road Improvement ,ADTA,E,C,Transport and ICT,Bilateral,Single Donor,250.00,FRA,31-Oct-1990,08-Mar-1991
1991,0812,SRI,"Institution Building (Irrigation Dept & Irrigation Management)
",ADTA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,276.40,SWI,04-Nov-1991,27-Aug-1991
1991,0812,SRI,"Institution Building (Irrigation Dept & Irrigation Management)
",ADTA,J,PS,Agriculture and Natural Resources,Multilateral,Multidonor,227.60,UNDP,24-Feb-1992,27-Aug-1991
1991,0993,PHI,Master Plan for Forestry Development - Extension Phase,ADTA,E,PS,Agriculture and Natural Resources,Bilateral,Single Donor,"1,237.00",FIN,18-Oct-1991,09-Jan-1991
1991,1357,PAK,Barani Farming System Training and Research,ADTA,E,PS,Agriculture and Natural Resources,Multilateral,Multidonor,691.00,UNDP,,27-Jun-1991
1991,1477,PAK,Third On-Farm Water Management,PPTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,98.00,SWI,04-Feb-1991,04-Feb-1991
1991,1498,BAN,Southwest Area Water Resources Management Study,ADTA,J,PS,Agriculture and Natural Resources,Multilateral,Multidonor,"1,687.00",UNDP,,20-Mar-1991
1991,1513,PHI,Manila North-East Water Supply,PPTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,"1,283.00",FRA,17-Dec-1990,07-May-1991
1991,1554,INO,East Java Rainfed Agriculture,ADTA,E,PS,Agriculture and Natural Resources,Bilateral,Single Donor,"3,450.00",NET,10-Aug-1990,13-Aug-1991
1991,1570,LAO,Curriculum Development for Teacher Education ,ADTA,E,PS,Education,Bilateral,Single Donor,"2,000.00",NOR,25-Jun-1991,26-Sep-1991
1991,1574,MAL,Energy Conservation Study,ADTA,E,C,Energy,Bilateral,Single Donor,400.00,FRA,03-Jul-1991,10-Oct-1991
1991,1584,SRI,Second Water Supply Sector,PPTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,250.00,FIN,29-Mar-1990,25-Oct-1991
1991,1603,MAL,Rehabilitation and Upgrading of Water Supply Systems,PPTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,597.00,FRA,17-Oct-1989,18-Nov-1991
1991,1619,PAK,"Environmental, Safety & Efficiency Improvements of SSGC's Operations",ADTA,E,C,Energy,Bilateral,Single Donor,680.00,FRA,21-Aug-1991,03-Dec-1991
1991,1628,PRC,Energy-cum-Electricity Demand and Supply Analysis,ADTA,E,C,Energy,Bilateral,Single Donor,600.00,FRA,03-Jul-1991,16-Dec-1991
1991,5463,REG,Regional Study on Global Environmental Issues,RETA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,100.00,JPN,23-Aug-1991,02-Oct-1991
1991,5463,REG,Regional Study on Global Environmental Issues,RETA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,390.00,AUS,02-Nov-1990,02-Oct-1991
1991,5463,REG,Regional Study on Global Environmental Issues,RETA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,600.00,NOR,02-May-1991,02-Oct-1991
1992,1301,LAO,Nam Ngum-Luang Prabang Power Transmission (Part C) ,ADTA,E,PS,Energy,Bilateral,Single Donor,"1,034.00",SWI,26-Aug-1991,14-Oct-1992
1992,1672,SRI,Second Technical Education,ADTA,E,PS,Education,Multilateral,Multidonor,670.00,UNDP,14-Jun-1992,20-Feb-1992
1992,1694,CAM,Strengthening of Macroeconomic Management,ADTA,J,PS,Public Sector Management,Multilateral,Multidonor,"1,440.20",UNDP,22-Jun-1992,21-Apr-1992
1992,1695,BAN,Assessment of the Role and Impact of NGOs,ADTA,E,C,Public Sector Management,Bilateral,Single Donor,99.50,NET,29-Apr-1992,20-Apr-1992
1992,1713,INO,Institutional Support to Water Supply Enterprises,ADTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,600.00,FRA,30-May-1990,15-Jun-1992
1992,1722,IND,Assessment of National Renewal Fund,ADTA,E,C,Public Sector Management,Bilateral,Single Donor,99.00,NET,29-Apr-1992,29-Jun-1992
1992,1729,BHU,Power Sector Institutional and Financial Development,ADTA,E,C,Energy,Bilateral,Single Donor,500.00,NOR,14-Apr-1992,09-Jul-1992
1992,1730,THA,Institution Building for Energy Conservation,ADTA,E,C,Energy,Bilateral,Single Donor,100.00,NET,29-Apr-1992,14-Jul-1992
1992,1737,NEP,"Kali Gandaki ""A"" Hydroelectric",PPTA,E,PS,Energy,Multilateral,Multidonor,"1,000.00",UNDP,06-Nov-1992,28-Jul-1992
1992,1737,NEP,"Kali Gandaki ""A"" Hydroelectric",PPTA,J,PS,Energy,Bilateral,Single Donor,"1,000.00",FIN,01-Dec-1992,28-Jul-1992
1992,1782,INO,Institutional Strengthening for Biodiversity Conservation,ADTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,600.00,NOR,26-May-1992,12-Nov-1992
1992,1783,VAN,Feasibility Study of Construction of Copra & Cocoa Storage Facilities at Santo Wharf,PPTA,E,PS,Agriculture and Natural Resources,Bilateral,Single Donor,85.00,SWI,26-Aug-1992,16-Nov-1992
1992,1807,BAN,Institutional Strengthening of Bangladesh Rural Development Board,ADTA,E,PS,Finance,Bilateral,Single Donor,600.00,NOR,19-Nov-1993,17-Dec-1992
1992,1810,PHI,Institutional Strengthening of Cooperatives,ADTA,J,PS,Finance,Bilateral,Single Donor,800.00,NOR,23-Nov-1992,22-Dec-1992
1992,1816,BAN,Tree and Palm Plantation Project in Cyclone-Prone Areas,PPTA,E,PS,Agriculture and Natural Resources,Bilateral,Single Donor,340.00,NOR,14-Apr-1992,23-Dec-1992
1992,1827,FSM,Power Sector Development,ADTA,E,C,Energy,Bilateral,Single Donor,350.00,NOR,25-Aug-1992,29-Dec-1992
1992,1833,RMI,Preparation of a Health and Population Project,PPTA,E,C,Health and Social Protection,Bilateral,Single Donor,250.00,NOR,31-Jul-1992,31-Dec-1992
1992,1838,NEP,Primary Education Development,ADTA,E,PS,Education,Bilateral,Single Donor,"1,400.00",NOR,05-Aug-1992,22-Dec-1992
1992,5479,REG,Critical Issues and Policy Measures to Address Urban Poverty,RETA,J,PS,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,230.00,NET,23-Jan-1992,30-Jan-1992
1993,0825,BHU,Highland Livestock Development ,ADTA,E,PS,Agriculture and Natural Resources,Bilateral,Single Donor,560.00,NOR,06-Sep-1993,22-Dec-1993
1993,1513,PHI,Manila North-East Water Supply ,PPTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,48.00,FRA,18-May-1993,23-Jul-1993
1993,1764,LAO,Strengthening and Restructuring Irrigation Development,ADTA,E,PS,Agriculture and Natural Resources,Bilateral,Single Donor,"1,665.00",NET,25-Jan-1993,13-Dec-1993
1993,1858,THA,Drafting Implementation Orders for the Energy Conservation Promotion Act,ADTA,E,C,Energy,Bilateral,Single Donor,100.00,NET,09-Mar-1993,25-Mar-1993
1993,1866,CAM,Transport Rehabilitation Study,ADTA,J,PS,Transport and ICT,Bilateral,Single Donor,719.40,SWE,11-Mar-1993,31-Mar-1993
1993,1866,CAM,Transport Rehabilitation Study,ADTA,J,PS,Transport and ICT,Multilateral,Multidonor,600.00,UNDP,23-Jul-1993,31-Mar-1993
1993,1871,NEP,Institutional Strengthening of ADBN,ADTA,E,PS,Agriculture and Natural Resources,Multilateral,Multidonor,690.00,UNDP,,21-Apr-1993
1993,1878,CAM,Project Management Coordination and Project Implementation in the Power and Education Sectors ,ADTA,E,PS,Multisector,Bilateral,Single Donor,"3,200.00",SWE,11-Mar-1993,23-Apr-1993
1993,1889,CAM,Emergency Training of Teachers,ADTA,E,PS,Education,Bilateral,Single Donor,"1,300.00",SWE,11-Mar-1993,14-May-1993
1993,1900,SRI,Management Strengthening of the National Water Supply & Drainage Board,AOTA,E,C,Water and Other Municipal Infrastructure and Services,Bilateral,Single Donor,552.00,NOR,08-Oct-1993,17-Jun-1993
1993,1904,NEP,Institutional Support to NGOs ,ADTA,E,PS,Education,Bilateral,Single Donor,"2,000.00",NOR,23-Oct-1992,24-Jun-1993
1993,1958,MAL,Urban Transport Planning,ADTA,E,C,Transport and ICT,Bilateral,Single Donor,600.00,FRA,10-Sep-1992,29-Sep-1993
1993,1962,BAN,Preparation of Power System Masterplan,ADTA,E,C,Energy,Bilateral,Single Donor,600.00,FRA,17-Sep-1990,11-Oct-1993
1993,2036,PHI,Institutional Strengthening of Non-Formal Education Delivery System,ADTA,E,PS,Education,Bilateral,Single Donor,"1,600.00",NOR,20-Oct-1993,23-Dec-1993
1993,2047,LAO,Strengthening Economic & Financial Management,ADTA,J,PS,Public Sector Management,Multilateral,Multidonor,683.00,UNDP,04-Jun-1993,23-Dec-1993
1993,5224,REG,Regional Community Forestry Training Center at Kasetsart University ,RETA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,595.00,SWI,18-Mar-1992,28-Jun-1993
1993,5542,REG,Regional Study of Environmental Indicators & Indexes,RETA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,400.00,NOR,26-Nov-1992,16-Aug-1993
1993,5544,REG,Development of Computerized Environmental Impact Assessment Expert Systems,RETA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,420.00,NOR,26-Nov-1992,27-Aug-1993
1993,5552,REG,Coastal and Marine Environmental Management in South China Sea,RETA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,"1,750.00",SWE,24-Sep-1993,29-Oct-1993
1994,1053,BAN,Preparation of a Road Master Plan,PPTA,E,PS,Transport and ICT,Multilateral,Multidonor,470.00,UNDP,10-Mar-1994,26-May-1994
1994,1256,BAN,Horticulture Research and Development,ADTA,E,PS,Agriculture and Natural Resources,Multilateral,Multidonor,912.40,UNDP,15-Jun-1994,16-Sep-1994
1994,2139,SAM,Agriculture Sector Strategy Study (ACFF),ADTA,E,C,Agriculture and Natural Resources,Bilateral,Single Donor,75.00,AUS,11-Jul-1994,18-Aug-1994
1994,2172,TON,Economic Management Study (ACFF),ADTA,E,C,Public Sector Management,Bilateral,Single Donor,74.00,AUS,12-Sep-1994,28-Sep-1994
1994,2212,PRC,Beijing Urban Transport,ADTA,E,C,Transport and ICT,Bilateral,Single Donor,715.00,FRA,03-Oct-1994,28-Nov-1994
1994,2223,CAM,Basic Health Services,PPTA,E,PS,Health and Social Protection,Bilateral,Single Donor,300.00,DEN,01-Nov-1994,07-Dec-1994
1994,2241,CAM,Strengthening the Institutional and Legal Framework for the Energy and Mineral Sectors,ADTA,J,PS,Energy,Bilateral,Single Donor,450.00,SWE,11-Mar-1993,14-Dec-1994
1994,2289,PAK,Part B:  Impact Assessment of Policy and Institutional Reform Measures,ADTA,E,C,Multisector,Bilateral,Single Donor,80.00,NET,03-Nov-1994,27-Dec-1994
1994,5535,REG,"Promoting Subregional Cooperation among Cambodia, the People's Republic of China, Lao PDR, Myanmar, Thailand and Viet Nam",RETA,J,PS,Public Sector Management,Bilateral,Single Donor,760.00,SWE,16-May-1994,30-Sep-1994
1994,5586,REG,Study of the Lao-Thailand-Viet Nam East-West Transport Corridor,RETA,E,C,Transport and ICT,Bilateral,Single Donor,"1,000.00",FRA,28-Jan-1994,18-Jul-1994
1994,5591,REG,A Study of the Status of Forestry and Forest Industries in the Asian and Pacific Region,RETA,J,PS,Agriculture and Natural Resources,Bilateral,Single Donor,75.00,FIN,13-May-1994,05-Aug-1994
1994,5592,REG,A Study of a Least-Cost Greenhouse Gas Abatement Strategy for Asia,RETA,J,PS,Agriculture and Natural Resources,Multilateral,Multidonor,"8,137.00",UNDP,18-Aug-1994,04-Aug-1994
1994,5595,REG,Regional Community Forestry Training Center in Kasetsart University,RETA,J,C,Agriculture and Natural Resources,Bilateral,Single Donor,980.00,SWI,20-Jun-1994,05-Sep-1994
