,type,approval number,country,year,title,status
912,TA,6420,REG,2007,PROMOTING CLIMATE CHANGE ADAPTATION IN ASIA AND THE PACIFIC,FIN COMPL
913,TA,6422,REG,2007,MAINSTREAMING ENVIROMENT FOR POVERTY REDUCTION,FIN COMPL
914,TA,6424,REG,2007,ENHANCING EFFECTIVE REGULATION OF WATER & ENERGY INFRASTRUCTURE & UTIL,ACTIVE
915,TA,6426,REG,2007,KNOWLEDGE-SHARNG PRGRM USING GOOD ASIAN PRACTICES IN INNOVATION & DEVT,FIN COMPL
916,TA,6427,REG,2007,A REGIONAL REVIEW OF THE ECONOMICS OF CLIMATE IN SOUTHEAST ASIA,FIN COMPL
917,TA,6431,REG,2007,PROMOTING RURAL WOMEN'S ETREPRENEURSHIP IN TRANSITION ECONOMIES,FIN COMPL
918,TA,6432,REG,2007,PRIVATE SECTOR-LED INTEGRATION & FREE TRADE AGREEMENTS IN SOUTH ASIA,FIN COMPL
919,TA,6433,REG,2007,SASEC REGIONAL INFORMATION&COMMUNICATION TECH RESEARCH&TRNG NETWORK,ACTIVE
920,TA,6437,REG,2007,INTEGRATED TRADE FACILITATION SUPPORT FOR CENTRAL ASIA REGL ECO COOP,FIN COMPL
921,TA,6438,REG,2007,IMPLEMENTATION OF THE TECH SUPPORT FACILITY UNDER THE CARBON MRKT INIT,FIN COMPL
922,TA,6440,REG,2007,FACILITTNG RPT & ENVRNMNTALLY SSTAINABLE DEVT OF ELECT INFRSTRCTRE GMS,FIN COMPL
923,TA,6441,REG,2007,EFFICIENCY IMPROVEMENT & CONNECTIVITY STRENGTHENING IN ASIA PROJECT,FIN COMPL
924,TA,6442,REG,2008,IMPLEMENTATION OF THE SEED CAPITAL ASSISTANCE FACILITY (GEF),ACTIVE
925,TA,6443,REG,2008,ENERGY FOR ALL INITIATIVE,FIN COMPL
926,TA,6444,REG,2008,SUPPORTING THE BOAO FORUM FOR ASIA,FIN COMPL
927,TA,6445,REG,2008,SUPPRT FOR IMPLMNTATION OF THE 2ND GOVRNANCE&ANTICORRPTION ACTIONPLAN,ACTIVE
928,TA,6446,REG,2008,STRENGTHENING SOUND ENVIRONMENTAL MANAGEMENT IN THE BIMP-EAGA,FIN COMPL
929,TA,6448,REG,2008,INTGRATNG HUMAN TRAFFICKNG&SAFE MIGRATION CONCERNS FOR WOMEN&CHILDRN,FIN COMPL
930,TA,6450,REG,2008,ENHANCING TRANSPORT&TRADE FACILITATION IN THE GREATER MEKONG SUBREGION,FIN COMPL
931,TA,6451,REG,2008,CAP BLD&INSTTUTIONL STRNGTHNG OF FTA UNITS OF SELCTD ASEAN MEM CNTRIES,FIN COMPL
932,TA,6453,REG,2008,CAPACITY BUILDING FOR BOND MARKET DEVELOPMENT IN ASEAN+3,FIN COMPL
933,TA,6454,REG,2008,SUPPORTING REG'L CAPACITIES FOR FINANCIAL ASSET&LIABILITY & RISK MGMNT,FIN COMPL
934,TA,6455,REG,2008,SUPPRTNG THE THIRD-HIGH-LVL FORUM ON AID EFFCTVNSS&PREP CNSLTN PROCESS,FIN COMPL
935,TA,6456,REG,2008,GMS FLOOD AND DROUGHT RISK MANAGEMENT AND MITIGATION PROJECT,FIN COMPL
936,TA,6460,REG,2008,BOND FINANCING FOR INFRASTRUCTURE PROJECTS IN THE ASEAN+3 REGION,FIN COMPL
937,TA,6463,REG,2008,STRENGTHENING PACIFIC ECONOMIC ANALYSIS AND POLICY DEVELOPMENT,FIN COMPL
938,TA,6467,REG,2008,HIV PREVENTION AND INFRASTRUCTURE:MITIGATING RISK IN THE GMS,FIN COMPL
939,TA,6470,REG,2008,MANAGING WTER IN ASIA'S RVER BASINS:CHARTING PROGRESS&FACILITATNG INVT,FIN COMPL
940,TA,6471,REG,2008,STRNGTHNG COASTL&MRINE RSOURCS MGNT IN THE CORAL TRIANGLE OF THE PACFC,FIN COMPL
941,TA,6472,REG,2008,STRTEGIC PRTNRSHP FOR POLICY DEVT&ACTION TO FORSTR REGL COOP IN S.ASIA,FIN COMPL
942,TA,6473,REG,2008,Strengthening Southeast Asian Financial Markets,FIN COMPL
943,TA,6475,REG,2008,ENHANCING ENGAGEMENT WITH PACIFIC DEVELOPING MEMBER COUNTRIES,FIN COMPL
944,TA,6476,REG,2008,SOUTH ASIAN REGL COOP IN 2030:THE POTENTIAL ROLE OF INDIA & PAK,FIN COMPL
945,TA,6477,REG,2008,SSTA FOR PREPARING A RESPONSE IN  THE PACIFIC TO HIGH PRICES,FIN COMPL
946,TA,6484,REG,2008,MEKONG WATER SUPPLY AND SANITATION PROJECT,FIN COMPL
947,TA,6485,REG,2008,Promoting Energy Efficiency in  the Pacific,FIN COMPL
948,TA,6486,REG,2008,IMPROVED MANAGEMENT OF WATER RESOURCES IN CENTRAL ASIA,FIN COMPL
949,TA,6488,REG,2008,"CENTRAL ASIA REGIONAL ECONOMIC COOPERATION INSTITUTE, 2009-2012",FIN COMPL
950,TA,6492,REG,2008,KNWLDGE SHARING ON INFRSTRUCTRE PUBLIC-PRIVATE PARTNRSHPS IN ASIA,ACTIVE
951,TA,6494,REG,2008,CMPUTBLE GEN EQUIL MODELNG FRMWRK FOR ANLYZNG_IMPCTS OF PWR TRDNG,FIN COMPL
952,TA,6496,REG,2008,REGL PARTNRSHPS FOR CLIMATE CHANGE ADAPTATION&DISASTER PREPAREDNS,FIN COMPL
953,TA,6498,REG,2008,KNOWLEDGE AND INNOVATION SUPPORT FOR ADB'S WATER FINANCING PROG,ACTIVE
954,TA,6499,REG,2008,STRNGTHNG GOVERNANCE&ACCOUNTABILITY IN PACFC ISLAND COUNTRIES PH2,FIN COMPL
955,TA,6501,REG,2008,EXPANDNG THE IMPLMNTTN OF THE ENERGY EFFICIENCY INITIATIVE IN DMC,ACTIVE
956,TA,6502,REG,2008,REGL KNWLDGE&PRTNRSHP NETWRKS FOR PVRTY REDUCTION&INCLUSIVE GRWTH,ACTIVE
957,TA,6504,REG,2008,IMPRVNG CONNCTVTY&DSTINATN MNGT OF CULTURAL&NATRL RSRCS IN S.ASIA,FIN COMPL
958,TA,6505,REG,2008,"ENHANCING FINANCIAL DISCLOSURE  STANDARDS IN ARM, AZE, AND GEO",FIN COMPL
959,TA,6509,REG,2008,MINMZNG FOREIGN EXCH STTLMNT RISK IN ASEAN+3 REG:SPRT GRP EXPERTS,ACTIVE
960,TA,6513,REG,2008,"RURAL INFO&COMM TECH POLICY ADVOCACY,KNWLEDGE SHARING,& CAP BLDG",FIN COMPL
961,TA,6514,REG,2008,HARMONIZATION OF BOND STANDARDS IN ASEAN+3,FIN COMPL
962,TA,6515,REG,2008,IMPCT OF MATRNAL&CHILD HEALTH PRIV EXPNDITURE ON POVERTY&INEQUITY,FIN COMPL
963,TA,6521,REG,2008,ACCELERATING THE IMPLMNTATION OF THE CORE AGRICULTUR SUPPORTPROG,ACTIVE
964,TA,6522,REG,2009,ESTABLISHMENT OF THE PACIFIC INFRASTRUCTURE ADVISORY CENTER,FIN COMPL
965,TA,6523,REG,2009,PARTNERSHIP FOR GOOD GOVERNANCE AND KNOWLEDGE ON URBAN WATER MGNT,FIN COMPL
966,TA,6524,REG,2009,CLIMATE IMPACTS AND RESPONSES:A MULTIMEDIA CAMPAIGN PROJECT,FIN COMPL
967,TA,7000,INO,2007,STRENGTHENING REGULATION AND GOVERNANCE,FIN COMPL
968,TA,7006,PRC,2007,DEVELOPMENT OF BIOMASS POWER GENERATION IN RURAL AREAS,FIN COMPL
969,TA,7011,SRI,2007,BUILDING THE CAPACITY OF THE SUSTAINABLE ENERGY AUTHORITY,FIN COMPL
970,TA,7013,LAO,2007,UPDATING THE NATIONAL WATER POLICY AND STRATEGY,FIN COMPL
971,TA,7017,PRC,2007,ENHANCEMENT OF THE PERFORMANCE AUDIT CAPACITY OF CHINA NATL AUDIT OFCE,FIN COMPL
972,TA,7018,VIE,2007,STRENGTHENING OPERATIONS AND BUSINESS PROCESSES IN VIET NAM RAILWAYS,FIN COMPL
973,TA,7022,COO,2007,INFRASTURCTURE DEVELOPMENT PROJECT,FIN COMPL
974,TA,7024,VIE,2007,SUPPORTING THE ENERGY EFFICIENCY PROGRAM IMPLEMENTATION PROJECT,FIN COMPL
975,TA,7029,VIE,2007,SUPPORT FOR HEALTH SYSTEMS DEVELOPMENT PROGRAM,FIN COMPL
976,TA,7037,CAM,2007,TONLE SAP POVERTY REDUCTION AND SMALLHOLDER DEVELOPMENT PROJECT,FIN COMPL
977,TA,7040,PRC,2007,SILK ROAD ECOSYSTEM RESTORATION PROJECT,FIN COMPL
978,TA,7045,VIE,2007,CENTRAL MEKONG DELTA REGION CONNECTIVITY PROJECT,FIN COMPL
979,TA,7049,PRC,2007,IMPLEMENTING THE NATIONAL FLOOD MANAGEMENT STRATEGY,FIN COMPL
980,TA,7058,LAO,2008,PILOTING COMMUNITY E-CENTERS FOR BETTER HEALTH,FIN COMPL
981,TA,7064,VIE,2008,MAKING MARKETS WORK BETTER FOR THE POOR PHASE 2,FIN COMPL
982,TA,7075,BRU,2008,DEVT OF THE CAPITAL MARKET AND A MODERNIZED PYMNT AND SETTLEMENT SYS,FIN COMPL
983,TA,7078,SRI,2008,INSTTUTIONL STRNGTHNG FOR DECNTRALIZD SERVICE DELIVERY IN THE WTR SECT,FIN COMPL
984,TA,7080,TAJ,2008,CAREC TRANSPORT CORRIDOR III (DUSHANBE-UZB BORDER ROAD) PROJECT,FIN COMPL
985,TA,7083,PRC,2008,URBAN WASTEWATER REUSE AND SLUDGE UTILIZATION POLICY STUDY,FIN COMPL
986,TA,7086,VIE,2008,SKILLS ENHANCEMENT PROJECT,FIN COMPL
987,TA,7089,VIE,2008,HUE WATER SUPPLY PROJECT,FIN COMPL
988,TA,7091,VIE,2008,HO CHI MINH CITY WATER SUPPLY PROJECT,FIN COMPL
989,TA,7097,PHI,2008,NSP: SSTA FOR PASUQUIN EAST WIND FARM DEVELOPMENT PROJECT,FIN COMPL
990,TA,7109,PHI,2008,INTEGRATED NATURAL RESOURCES & ENVIRONMENTAL MGMNT SECTOR DEVT PROGRAM,FIN COMPL
991,TA,7111,NEP,2008,KNOWLEDGE TRANSFER FOR PUBLIC PROCUREMENT,FIN COMPL
992,TA,7122,PHI,2008,WATER DISTRICT DEVELOPMENT SECTOR PROJECT,FIN COMPL
993,TA,7127,PRC,2008,RIVER BASIN WATER RESOURCES ALLOCATION AND MANAGEMENT POLICY,FIN COMPL
994,TA,7131,IND,2008,INTITUTIONAL DEVT OF INTEGRATED WATER RESOURCES MGNT IN ORISSA,FIN COMPL
995,TA,7132,IND,2008,INTEGRATED FLOOD AND RIVER EROSION MGMNT PROJ-ARUNACHAL PRADESH,FIN COMPL
996,TA,7133,THA,2008,CAP BLDG & SCHOOL NETWORKING FOR EDUCATIONAL SERVICES IN THAILAND,FIN COMPL
997,TA,7136,IND,2008,INTGRTD FLOOD&RIVERBANK EROSION RISK MGT PRJ-ASSAM(PH2),FIN COMPL
998,TA,7144,VIE,2008,Da Nang Water Supply Project,FIN COMPL
999,TA,7151,VIE,2008,Hai Phong Water Supply Project,FIN COMPL
1000,TA,7157,BHU,2008,PROMOTION OF CLEAN POWER EXPORT DEVELOPMENT,FIN COMPL
1001,TA,7161,TUV,2008,CAPACITY DEVELOPMENT FOR PUBLIC FINANCIAL MANAGEMENT,FIN COMPL
1002,TA,7166,KIR,2008,ECONOMIC MANAGEMENT AND PUBLIC SECTOR REFORM,FIN COMPL
1003,TA,7171,PRC,2008,RAILWAY SECTOR ENERGY EFFICIENCY STRATEGY,CANCELLED
1004,TA,7172,IND,2008,FACILITATING THE OPERN OF THE ECF ENERGY SMART IN MADHYA PRADESH,FIN COMPL
1005,TA,7173,NEP,2008,STRENGTHENING CAPACITY FOR MANAGING CLIMATE CHANGE&THE ENVIRONMNT,FIN COMPL
1006,TA,7175,MON,2008,HIV/AIDS PREVENTION IN ADB INFRASTRUCTURE PROJ &THE MINING SECTOR,FIN COMPL
1007,TA,7178,SOL,2008,ESTABLISHMENT OF THE SOLOMON ISLANDS MARITIME SAFETY ADMNSTRATION,FIN COMPL
1008,TA,7182,NEP,2008,SECONDARY TOWNS INTEGRATED URBAN ENVIRONMENTAL IMPROVEMENT PROJCT,FIN COMPL
1009,TA,7189,INO,2008,INSTITUTNL STRNGTHNG FOR INTGRTD WATER RSOURCS MGNT IN 6 CIS RVR,ACTIVE
1010,TA,7194,THA,2008,MAINSTREAMING ENERGY EFFICIENCY MEASURES IN THAI MUNICIPALITIES,FIN COMPL
1011,TA,7197,BAN,2008,STRNGTHNING THE RESILIENCE OF WATER SECT IN KHULNA TO CLMATE CHNG,FIN COMPL
1012,TA,7202,PRC,2008,UTILIZTN OF FOREIGN CAPTL TO PROMOTE NRGY CNSRVTN&NRGY-EFFCNT PWR GEN,FIN COMPL
1013,TA,7210,PHI,2008,SUPPORTING GOVERNANCE IN JUSTICE SECTOR REFORM IN THE PHILS,FIN COMPL
1014,TA,7212,PRC,2008,CHINA CLEAN DEVELOPMENT MECHANISM FUND CAPACITY DEVELOPMENT,FIN COMPL
1015,TA,7215,VIE,2008,SUSTAINABLE RURAL INFRASTRUCTURE DEVT PROJ IN THE N.MOUNTAIN PROV,FIN COMPL
1016,TA,7217,PRC,2008,PREPARING NATL GDLNES FOR ECO-COMPNSATION IN RVR BASINS& A FRMWRK,FIN COMPL
1017,TA,7219,PRC,2008,ENABLING THE PROTECTION OF JIAOZHOU BAY WATER QLTY&WETLAND ECOSYS,FIN COMPL
1018,TA,7220,VIE,2008,GEO-INFORMATION TECHNOLOGY FOR HAZARD RISK ASSESSMENT,FIN COMPL
1019,TA,7226,CAM,2009,"CAP DEVT FOR NAT'L ECONOMIC POLICY ANALYSIS&DEVT MGMNT, PHASE III",FIN COMPL
1020,TA,7227,LAO,2009,SMALL AND MINI HYDROELECTRIC DEVELOPMENT PROJECT,FIN COMPL
1021,TA,7228,KGZ,2009,ISSYK-KUL SUSTAINABLE DEVELOPMENT PROJECT,FIN COMPL
1022,TA,7240,UZB,2009,WATER SUPPLY AND SANITATION SERVICES,FIN COMPL
1023,TA,7243,REG,2009,IMPLMNTATN OF ASIAN CITY TRANSPORT-PROMOTING SUT IN ASIA PROJECT,FIN COMPL
1024,TA,7246,REG,2009,DEV OF PRUDENTIAL&SUPERVISION STANDRDS FOR ISLAMIC FINANCL MRKETS,FIN COMPL
1025,TA,7248,REG,2009,SOUTH ASIA STRATEGIC FRAMEWORK FOR AID FOR TRADE ROAD MAP,FIN COMPL
1026,TA,7249,REG,2009,STRNGTHNG THE CAP OF THE ASEC IN REGL ECNMIC INTGRTN&POLICY DIA 2,FIN COMPL
1027,TA,7258,PHI,2009,AGUSAN RIVER BASIN INTEGRATED WATER RESOURCES MANAGEMENT PROJECT,FIN COMPL
1028,TA,7261,PRC,2009,STRATEGY FOR DROUGHT MANAGEMENT,FIN COMPL
1029,TA,7262,VIE,2009,CAPACITY BUILDING OF RENEWABLE ENERGY DEVELOPMENT,ACTIVE
1030,TA,7267,SRI,2009,DEMAND-SIDE MANAGEMENT FOR MUNICIPAL STREET LIGHTING,FIN COMPL
1031,TA,7268,REG,2009,REGIONAL PUBLIC GOODS FOR HEALTH: COMBATING DENGUE IN ASEAN,FIN COMPL
1032,TA,7272,REG,2009,ENHANCING GENDER EQUALITY RESULTS IN S.ASIA DEV MEMBER COUNTRIES,FIN COMPL
1033,TA,7275,REG,2009,IMPLEMENTING THE GMS HRD STRATEGIC FRAMEWORK AND ACTION PLAN,FIN COMPL
1034,TA,7277,REG,2009,GOVERNANCE AND CAPACITY DEVELOPMENT INITIATIVE (PHASE 2),ACTIVE
1035,TA,7278,REG,2009,CARBON DIOXIDE CAPTURE&STORAGE DEMONSTRATION IN DEV COUNTRIES,FIN COMPL
1036,TA,7282,REG,2009,CREATION OF THE PACIFIC INFO SPRHWAY WITH THE UNIV OF S.PACIFIC,FIN COMPL
1037,TA,7284,REG,2009,INST FOR REGIONALISM:EHNANCNG ECO COOP&INTEGRATN IN ASIA&PACIFIC,FIN COMPL
1038,TA,7286,PRC,2009,CARBON DIOXIDE CAPTURE&STORAGE DEMO-STRATGC ANLYSIS&CAP STRENGTNG,FIN COMPL
1039,TA,7290,REG,2009,ACHIEVING URBAN WATER SECURITY FOR SOUTH ASIA,CANCELLED
1040,TA,7294,PRC,2009,NSP:MUNICIPAL WASTE TO ENERGY PROJECT,ACTIVE
1041,TA,7297,MON,2009,ROAD DATABASE DEVELOPMENT USING GEOGRAPHIC INFORMATION SYSTEM,FIN COMPL
1042,TA,7298,NEP,2009,HIGH MOUNTAIN AGRIBUSINESS & LIVELIHOOD IMPROVEMENT(HIMALI) PROJECT,FIN COMPL
1043,TA,7301,SAM,2009,"WATER SUPPLY, SANITATION AND DRAINAGE PROJECT",FIN COMPL
1044,TA,7305,CAM,2009,TONLE SAP TECHNOLOGY DEMONSTRATIONS FOR PRODUCTIVITY ENHANCEMENT,FIN COMPL
1045,TA,7306,PRC,2009,POLICY STUDY ON GOVT PUBLIC EXPENDITURE IN AGRICULTURAL PRODN,FIN COMPL
1046,TA,7307,REG,2009,"REGL COOP ON KNOWLDGE MGNT,POLICY&INSTITUTNL SUPPORT TO THE CTI",FIN COMPL
1047,TA,7315,REG,2009,SUSTAINABLE FUEL PARTNERSHIP STUDY:EXPLORING AN INNOVATIVE MARKET,FIN COMPL
1048,TA,7320,SRI,2009,SUPPORTING CAPACITY DEVT FOR WASTEWATER MGMNT SERVICES IN COLOMBO,FIN COMPL
1049,TA,7321,PAK,2009,PUNJAB CITIES IMPROVEMENT INVESTMENT PROGRAM,FIN COMPL
1050,TA,7326,SRI,2009,STRENGTHENING CAPACITY FOR CLIMATE CHANGE ADAPTATION,FIN COMPL
1051,TA,7329,REG,2009,PROMOTING ACCESS TO RENEWABLE ENERGY IN THE PACIFIC,ACTIVE
1052,TA,7334,IND,2009,INDIA MUNICIPAL FINANCE STUDY,FIN COMPL
1053,TA,7335,SOL,2009,TRANSPORT SECTOR DEVELOPMENT PROJECT,FIN COMPL
1054,TA,7337,REG,2009,DEPOSIT INSURANCE ESTABLISHMENT,FIN COMPL
1055,TA,7338,INO,2009,STRENGTHENING INDONESIA'S ECONOMIC EARLY WARNING SYSTEM,FIN COMPL
1056,TA,7345,VAN,2009,PORT VILA URBAN DEVELOPMENT PROJECT,ACTIVE
1057,TA,7348,REG,2009,CAPDEV IN RESULTS-BASED MONITRNG&EVAL FOR CNTRS UNDR ADB'S CAREC,ACTIVE
1058,TA,7351,REG,2009,IMPROVING PUBLIC SERVICES THROUGH INFORMATION & COMM TECHNOLOGY,FIN COMPL
1059,TA,7353,REG,2009,CAREC: WORKING WITH THE PRIVATE SECTOR IN TRADE FACILITATION,ACTIVE
1060,TA,7356,REG,2009,DEVELOPING CROSS-BORDER ECONOMIC ZONES BETWEEN PRC AND VIE,FIN COMPL
1061,TA,7359,KIR,2009,TARAWA SANITATION IMPROVEMENT PROJECT,FIN COMPL
1062,TA,7364,INO,2009,FLOOD MANAGEMENT IN SELECTED RIVER BASINS PROJECT (PHASE II),FIN COMPL
1063,TA,7365,MON,2009,CAPACITY BUILDING PROGRAM ON CLEAN DEVELOPMENT MECHANISM,FIN COMPL
1064,TA,7367,PHI,2009,NSP:PASIG RIVER CATCHMENT SEWERAGE PROJECT,FIN COMPL
1065,TA,7377,VIE,2009,CLIMATE CHANGE IMPACT AND ADAPTATION STUDY IN THE MEKONG DELTA,FIN COMPL
1066,TA,7379,REG,2009,ESTABLISHMENT OF E-SYSTEMS IN SUPPORT OF INFRASTRUCTURE FINANCE,FIN COMPL
1067,TA,7380,REG,2009,ENHNCING BORDER TRADE SERVICES&RULES FOR SMALL&MED-SIZED ENTERPRS,FIN COMPL
1068,TA,7390,IND,2009,MADHYA PRADESH STATE ROADS III (SUBPROJECT 1),FIN COMPL
1069,TA,7392,IND,2009,ADV PRJ PREPAREDNESS FOR POV REDCTN-SUPPORT FOR JNNURM-SUBPROJ2,FIN COMPL
1070,TA,7394,REG,2009,STRENGTHNG CAP OF PACIFIC DMC TO RESPOND TO CLIMATE CHANGE (PH 1),FIN COMPL
1071,TA,7399,REG,2009,INFORMATION&COMMUNICATION TECH-BASED INCL GRWTH&PVRTY REDN IN PAC,FIN COMPL
1072,TA,7400,PNG,2009,STRENGTHENING RURAL PRIMARY HEALTH SERVICES DELIVERY,FIN COMPL
1073,TA,7402,PRC,2009,CONCENTRATING SOLAR THERMAL POWER DEVELOPMENT,FIN COMPL
1074,TA,7407,REG,2009,MANAGING CLIMATE IMPACTS ON HEALTH IN WATER&AGRI SCTRS&DISASTER,FIN COMPL
1075,TA,7408,REG,2009,POLICY OPTIONS TO SUPPORT CLIMATE-INDUCED MIGRATION,FIN COMPL
1076,TA,7410,IND,2009,ADV PRJ PREPAREDNESS FOR POV REDN-CAP DEV FOR SUSTAINABLE COASTAL,FIN COMPL
1077,TA,7414,ARM,2009,INSTITUTIONAL MODERNIZATION TO IMPROVE THE BUSINESS ENVIRONMENT,FIN COMPL
1078,TA,7417,IND,2009,SUPPORT FOR THE NATIONAL ACTION PLAN ON CLIMATE CHANGE,FIN COMPL
1079,TA,7423,REG,2009,REGIONAL ECONOMICS OF CLIMATE CHANGE IN S.ASIA PART II:ADAPTATION,FIN COMPL
1080,TA,7430,REG,2009,PACIFIC PRIVATE SECTOR DEVELOPMENT INITIATIVE PHASE II,FIN COMPL
1081,TA,7431,REG,2009,GMS PHNOM PENH PLAN FOR DEVELOPMENT MANAGEMENT IV,FIN COMPL
1082,TA,7432,BAN,2009,SECOND CHITTAGONG HILL TRACTS RURAL DEVT PROJECT (CHTRDP II),FIN COMPL
1083,TA,7437,REG,2009,ASIA PACIFIC PROCUREMENT PARTNERSHIP INITIATIVE,ACTIVE
1084,TA,7439,PRC,2009,MANAGEMENT AND POLICY SUPPORT TO COMBAT LAND DEGRADATION,FIN COMPL
1085,TA,7442,PRC,2009,DEVELOPING A LOW-CARBON ECONOMY IN YUNNAN PROVINCE,FIN COMPL
1086,TA,7443,PRC,2009,ENERGY EFFICIENCY IMPROVEMENTS IN INNER MONGOLIA AUTONOMOUS REGN,FIN COMPL
1087,TA,7444,THA,2009,NSP:LAMTHAKONG WIND FARM DEVELOPMENT PROJECT,FIN COMPL
1088,TA,7445,THA,2009,NSP:CHAIYAPUN WIND FARM DEVELOPMENT PROJECT,FIN COMPL
1089,TA,7453,INO,2009,POLYTECHNIC DEVELOPMENT PROJECT,FIN COMPL
1090,TA,7459,REG,2009,GREATER MEKONG SUBREGION BIODIVERSITY CONSERVATION CORRIDORS,ACTIVE
1091,TA,7460,CAM,2009,OUTCOME MONITORING AND PROCUREMENT REVIEW,FIN COMPL
1092,TA,7462,MON,2009,ULAANBAATAR CLEAN AIR,FIN COMPL
1093,TA,7465,REG,2009,ECONOMICS OF CLIMATE CHANGE&LOW CARBON GRWTH STRATEGIES IN N.ASIA,FIN COMPL
1094,TA,7472,CAM,2009,IMPLEMENTATION OF SUBPROGRAM 4 OF THE FINANCIAL SECTOR PROGRAM II,FIN COMPL
1095,TA,7476,IND,2009,ADDRESSING SOCIAL&HEALTH ISSUES ASSOCIATED W/ROAD IMPRVMNT IN SEL,CANCELLED
1096,TA,7477,REG,2009,ASEAN+3 REGIONAL GUARANTEE & INVESTMENT MECHANISM (PHASE 3),FIN COMPL
1097,TA,7478,IND,2009,CAPACITY DEVT OF BIHAR POWER SECTOR ENTITIES - SUBPROJECT 4,FIN COMPL
1098,TA,7490,BAN,2010,SSTA-SECOND URBAN PRIMARY HEALTH CARE PROJECT,FIN COMPL
1099,TA,7494,REG,2010,FOURTH HIGH-LEVEL FORUM ON AID EFFECTIVENESS,FIN COMPL
1100,TA,7500,LAO,2010,ENHANCING FINANCIAL SECTOR SUPERVISION,FIN COMPL
1101,TA,7503,REG,2010,CAP STRNGTHNG&INSTNL DEV FOR BORDER MGNT&TRADE&TOURISM IN THE PAC,FIN COMPL
1102,TA,7504,NEP,2010,INCREASING ACCESS TO ENERGY IN RURAL NEPAL,FIN COMPL
1103,TA,7509,LAO,2010,CAPACITY ENHANCEMENT FOR COPING WITH CLIMATE CHANGE,FIN COMPL
1104,TA,7510,REG,2010,NEEDS ASSESSMENT AND DEVELOPMENT OF THE SOLAR ENERGY PROGRAM,FIN COMPL
1105,TA,7512,REG,2010,EMPOWERING THE POOR THROUGH INCREASING ACCESS TO ENERGY,ACTIVE
1106,TA,7513,PHI,2010,COMPUTER ACCESS MENTORSHIP PROG-A PUB-PRIV PRTNRSHP FOR ENHANCING,FIN COMPL
1107,TA,7519,REG,2010,EVIDENCE-BASED ADVOCACY FOR FIGHTING HIV/AIDS IN ASIA&THE PACIFIC,FIN COMPL
1108,TA,7521,REG,2010,STRENGTHENING LOCAL CHAMBERS OF COMMERCE&INDUSTRY ALONG THE EWEC,FIN COMPL
1109,TA,7524,NEP,2010,SUPPORTING GOVERNMENT PLANNING IN BUILDING CLIMATE RESILIENCE,FIN COMPL
1110,TA,7525,REG,2010,ESTABLISHMENT OF MICROINSURANCE,FIN COMPL
1111,TA,7527,REG,2010,BEST PRAC FOR REGULATRY FRMWRK&USE OF CREDT RATING INFO OF DCRA IN S.A,FIN COMPL
1112,TA,7529,REG,2010,STUDY ON A SOUTH ASIA REGIONAL POWER EXCHANGE,FIN COMPL
1113,TA,7532,REG,2010,WATER AND ADAPTATION INTERVENTIONS IN CENTRAL AND WEST ASIA,FIN COMPL
1114,TA,7534,REG,2010,STRENGTHENING CARBON FINANCING FOR REGL GRASSLAND MGNT IN N.ASIA,FIN COMPL
1115,TA,7535,REG,2010,STRENGTHENING THE ASIA PACIFIC ADAPTATION NETWORK,FIN COMPL
1116,TA,7536,REG,2010,IMPROVING LIQUIDITY OF BOND MARKETS IN ASEAN+3,ACTIVE
1117,TA,7538,IND,2010,ADV PROJ PREPAREDNESS FOR PVRTY REDN-LAND TRANSPORT MGNT-SUBPRJ6,FIN COMPL
1118,TA,7539,REG,2010,"ASIAN BONDS ONLINE WEBSITE PROJECT, PHASE III",FIN COMPL
1119,TA,7540,THA,2010,MAINSTREAMING PUBLIC-PRIVATE PARTNERSHIPS,FIN COMPL
1120,TA,7543,REG,2010,SHARING KNOWLEDGE ON COMMUNITY-DRIVEN DEVT IN ASIA & THE PACIFIC,FIN COMPL
1121,TA,7549,REG,2010,DEVELOPING A REGIONAL SOCIAL INVESTMENT EXCHANGE INITIATIVE,FIN COMPL
1122,TA,7551,GEO,2010,DEV A GEOSPATIAL URBAN WATER SUPPLY&SANITATION UTILITY MGNT SYS,FIN COMPL
1123,TA,7552,REG,2010,SUPPORT FR TRADE FACILITATION N BRU-INO-MAL-PHI EAST ASEAN GROWTH,FIN COMPL
1124,TA,7554,INO,2010,ANALYTICAL AND CAPACITY DEVELOPMENT PARTNERSHIP,ACTIVE
1125,TA,7556,MON,2010,PUBLIC TRANSPORT INFORMATION AND COMMUNICATION TECHNOLOGY,FIN COMPL
1126,TA,7557,REG,2010,PROMOTING REGIONAL INFRASTRUCTURE DEVELOPMENT,FIN COMPL
1127,TA,7558,REG,2010,CAREC: POWER SECTOR REGIONAL MASTER PLAN,FIN COMPL
1128,TA,7559,GEO,2010,REGL POWER TRANSMISSION ON ENHANCEMENT PROJ (FORMERLY TRANSMISSIO,FIN COMPL
1129,TA,7561,REG,2010,STRENGTHENING THE COORDINATION OF THE GMS PROGRAM,ACTIVE
1130,TA,7562,INO,2010,CAPACITY DEV'L FOR METROPOLITAN SANITATION MNGT & HEALTH PROJECT,FIN COMPL
1131,TA,7563,REG,2010,PROMOTING GENDER-INCLUSIVE GROWTH IN CENTRAL & WEST ASIA DMCS,ACTIVE
